tid_tw,id_global,date,tw_id,partition_id,thing_type,size_category,base_color,state
T20260409_0004_TW2547,T20260409_0004,2026-04-09,TW2547,1,Box,Medium,Green,Carried
T20260409_0009_TW2547,T20260409_0009,2026-04-09,TW2547,1,Backpack,Small,Black,Carried
T20260409_0010_TW2547,T20260409_0010,2026-04-09,TW2547,1,Suitcase,Medium,Black,Stationary
T20260409_0018_TW2547,T20260409_0018,2026-04-09,TW2547,1,Backpack,Large,Gray,Stationary
T20260409_0016_TW2547,T20260409_0016,2026-04-09,TW2547,1,Bag,Medium,Red,Stationary
T20260409_0003_TW2547,T20260409_0003,2026-04-09,TW2547,2,Backpack,Large,Brown,Stationary
T20260409_0006_TW2547,T20260409_0006,2026-04-09,TW2547,2,Handbag,Medium,Blue,Carried
T20260409_0019_TW2547,T20260409_0019,2026-04-09,TW2547,2,Backpack,Medium,Black,Carried
T20260409_0002_TW2547,T20260409_0002,2026-04-09,TW2547,2,Box,Medium,White,Stationary
T20260409_0014_TW2547,T20260409_0014,2026-04-09,TW2547,2,Handbag,Large,Red,Carried
T20260409_0012_TW2547,T20260409_0012,2026-04-09,TW2547,2,Handbag,Large,Green,Stationary
T20260409_0020_TW2547,T20260409_0020,2026-04-09,TW2547,2,Bag,Small,White,Carried
T20260409_0004_TW2548,T20260409_0004,2026-04-09,TW2548,1,Box,Medium,Green,Stationary
T20260409_0020_TW2548,T20260409_0020,2026-04-09,TW2548,1,Bag,Small,White,Carried
T20260409_0008_TW2548,T20260409_0008,2026-04-09,TW2548,1,Backpack,Medium,Black,Carried
T20260409_0009_TW2548,T20260409_0009,2026-04-09,TW2548,1,Backpack,Small,Black,Carried
T20260409_0016_TW2548,T20260409_0016,2026-04-09,TW2548,1,Bag,Medium,Red,Stationary
T20260409_0012_TW2548,T20260409_0012,2026-04-09,TW2548,1,Handbag,Large,Green,Stationary
T20260409_0014_TW2548,T20260409_0014,2026-04-09,TW2548,1,Handbag,Large,Red,Stationary
T20260409_0002_TW2548,T20260409_0002,2026-04-09,TW2548,1,Box,Medium,White,Stationary
T20260409_0018_TW2548,T20260409_0018,2026-04-09,TW2548,1,Backpack,Large,Gray,Stationary
T20260409_0011_TW2548,T20260409_0011,2026-04-09,TW2548,1,Suitcase,Medium,Blue,Carried
T20260409_0003_TW2548,T20260409_0003,2026-04-09,TW2548,1,Backpack,Large,Brown,Carried
T20260409_0019_TW2548,T20260409_0019,2026-04-09,TW2548,1,Backpack,Medium,Black,Carried
T20260409_0015_TW2548,T20260409_0015,2026-04-09,TW2548,1,Handbag,Small,Black,Stationary
T20260409_0010_TW2548,T20260409_0010,2026-04-09,TW2548,1,Suitcase,Medium,Black,Stationary
T20260409_0007_TW2548,T20260409_0007,2026-04-09,TW2548,1,Backpack,Small,Blue,Carried
T20260409_0005_TW2548,T20260409_0005,2026-04-09,TW2548,1,Backpack,Medium,Black,Carried
T20260409_0001_TW2548,T20260409_0001,2026-04-09,TW2548,1,Box,Medium,Green,Carried
T20260409_0017_TW2548,T20260409_0017,2026-04-09,TW2548,1,Bag,Small,Black,Stationary
T20260409_0013_TW2548,T20260409_0013,2026-04-09,TW2548,1,Backpack,Small,Brown,Carried
T20260409_0006_TW2548,T20260409_0006,2026-04-09,TW2548,1,Handbag,Medium,Blue,Stationary
T20260409_0001_TW2549,T20260409_0001,2026-04-09,TW2549,1,Box,Medium,Green,Carried
T20260409_0012_TW2549,T20260409_0012,2026-04-09,TW2549,1,Handbag,Large,Green,Stationary
T20260409_0013_TW2549,T20260409_0013,2026-04-09,TW2549,1,Backpack,Small,Brown,Stationary
T20260409_0020_TW2549,T20260409_0020,2026-04-09,TW2549,1,Bag,Small,White,Carried
T20260409_0015_TW2549,T20260409_0015,2026-04-09,TW2549,1,Handbag,Small,Black,Carried
T20260409_0003_TW2549,T20260409_0003,2026-04-09,TW2549,1,Backpack,Large,Brown,Carried
T20260409_0006_TW2549,T20260409_0006,2026-04-09,TW2549,1,Handbag,Medium,Blue,Carried
T20260409_0002_TW2549,T20260409_0002,2026-04-09,TW2549,1,Box,Medium,White,Carried
T20260409_0011_TW2549,T20260409_0011,2026-04-09,TW2549,1,Suitcase,Medium,Blue,Stationary
T20260409_0010_TW2549,T20260409_0010,2026-04-09,TW2549,1,Suitcase,Medium,Black,Stationary
T20260409_0005_TW2549,T20260409_0005,2026-04-09,TW2549,1,Backpack,Medium,Black,Carried
T20260409_0009_TW2549,T20260409_0009,2026-04-09,TW2549,1,Backpack,Small,Black,Carried
T20260409_0017_TW2549,T20260409_0017,2026-04-09,TW2549,1,Bag,Small,Black,Carried
T20260409_0016_TW2549,T20260409_0016,2026-04-09,TW2549,1,Bag,Medium,Red,Carried
T20260409_0004_TW2549,T20260409_0004,2026-04-09,TW2549,1,Box,Medium,Green,Carried
T20260409_0014_TW2549,T20260409_0014,2026-04-09,TW2549,1,Handbag,Large,Red,Stationary
T20260409_0019_TW2549,T20260409_0019,2026-04-09,TW2549,1,Backpack,Medium,Black,Stationary
T20260409_0008_TW2549,T20260409_0008,2026-04-09,TW2549,1,Backpack,Medium,Black,Stationary
T20260409_0007_TW2549,T20260409_0007,2026-04-09,TW2549,1,Backpack,Small,Blue,Stationary
T20260409_0018_TW2549,T20260409_0018,2026-04-09,TW2549,1,Backpack,Large,Gray,Carried
T20260409_0016_TW2550,T20260409_0016,2026-04-09,TW2550,1,Bag,Medium,Red,Stationary
T20260409_0006_TW2550,T20260409_0006,2026-04-09,TW2550,1,Handbag,Medium,Blue,Carried
T20260409_0018_TW2550,T20260409_0018,2026-04-09,TW2550,1,Backpack,Large,Gray,Carried
T20260409_0013_TW2550,T20260409_0013,2026-04-09,TW2550,1,Backpack,Small,Brown,Stationary
T20260409_0003_TW2550,T20260409_0003,2026-04-09,TW2550,1,Backpack,Large,Brown,Carried
T20260409_0009_TW2550,T20260409_0009,2026-04-09,TW2550,1,Backpack,Small,Black,Carried
T20260409_0015_TW2550,T20260409_0015,2026-04-09,TW2550,1,Handbag,Small,Black,Stationary
T20260409_0014_TW2550,T20260409_0014,2026-04-09,TW2550,1,Handbag,Large,Red,Carried
T20260409_0020_TW2550,T20260409_0020,2026-04-09,TW2550,1,Bag,Small,White,Carried
T20260409_0017_TW2550,T20260409_0017,2026-04-09,TW2550,1,Bag,Small,Black,Stationary
T20260409_0002_TW2550,T20260409_0002,2026-04-09,TW2550,1,Box,Medium,White,Stationary
T20260409_0001_TW2550,T20260409_0001,2026-04-09,TW2550,1,Box,Medium,Green,Carried
T20260409_0005_TW2550,T20260409_0005,2026-04-09,TW2550,1,Backpack,Medium,Black,Carried
T20260409_0004_TW2550,T20260409_0004,2026-04-09,TW2550,1,Box,Medium,Green,Carried
T20260409_0007_TW2550,T20260409_0007,2026-04-09,TW2550,1,Backpack,Small,Blue,Carried
T20260409_0012_TW2550,T20260409_0012,2026-04-09,TW2550,1,Handbag,Large,Green,Stationary
T20260409_0008_TW2550,T20260409_0008,2026-04-09,TW2550,1,Backpack,Medium,Black,Stationary
T20260409_0019_TW2550,T20260409_0019,2026-04-09,TW2550,1,Backpack,Medium,Black,Carried
T20260409_0010_TW2550,T20260409_0010,2026-04-09,TW2550,1,Suitcase,Medium,Black,Stationary
T20260409_0011_TW2550,T20260409_0011,2026-04-09,TW2550,1,Suitcase,Medium,Blue,Stationary
T20260409_0009_TW2551,T20260409_0009,2026-04-09,TW2551,1,Backpack,Small,Black,Stationary
T20260409_0017_TW2551,T20260409_0017,2026-04-09,TW2551,1,Bag,Small,Black,Carried
T20260409_0004_TW2551,T20260409_0004,2026-04-09,TW2551,1,Box,Medium,Green,Carried
T20260409_0008_TW2551,T20260409_0008,2026-04-09,TW2551,1,Backpack,Medium,Black,Stationary
T20260409_0015_TW2551,T20260409_0015,2026-04-09,TW2551,1,Handbag,Small,Black,Stationary
T20260409_0012_TW2551,T20260409_0012,2026-04-09,TW2551,1,Handbag,Large,Green,Stationary
T20260409_0001_TW2551,T20260409_0001,2026-04-09,TW2551,1,Box,Medium,Green,Stationary
T20260409_0007_TW2551,T20260409_0007,2026-04-09,TW2551,1,Backpack,Small,Blue,Stationary
T20260409_0014_TW2551,T20260409_0014,2026-04-09,TW2551,1,Handbag,Large,Red,Carried
T20260409_0003_TW2551,T20260409_0003,2026-04-09,TW2551,1,Backpack,Large,Brown,Carried
T20260409_0010_TW2551,T20260409_0010,2026-04-09,TW2551,1,Suitcase,Medium,Black,Carried
T20260409_0020_TW2551,T20260409_0020,2026-04-09,TW2551,1,Bag,Small,White,Stationary
T20260409_0011_TW2551,T20260409_0011,2026-04-09,TW2551,1,Suitcase,Medium,Blue,Stationary
T20260409_0002_TW2551,T20260409_0002,2026-04-09,TW2551,1,Box,Medium,White,Carried
T20260409_0016_TW2551,T20260409_0016,2026-04-09,TW2551,1,Bag,Medium,Red,Stationary
T20260409_0019_TW2551,T20260409_0019,2026-04-09,TW2551,1,Backpack,Medium,Black,Stationary
T20260409_0005_TW2551,T20260409_0005,2026-04-09,TW2551,1,Backpack,Medium,Black,Stationary
T20260409_0018_TW2551,T20260409_0018,2026-04-09,TW2551,1,Backpack,Large,Gray,Stationary
T20260409_0013_TW2551,T20260409_0013,2026-04-09,TW2551,1,Backpack,Small,Brown,Carried
T20260409_0006_TW2551,T20260409_0006,2026-04-09,TW2551,1,Handbag,Medium,Blue,Carried
T20260409_0001_TW2552,T20260409_0001,2026-04-09,TW2552,1,Box,Medium,Green,Stationary
T20260409_0006_TW2552,T20260409_0006,2026-04-09,TW2552,1,Handbag,Medium,Blue,Carried
T20260409_0003_TW2552,T20260409_0003,2026-04-09,TW2552,1,Backpack,Large,Brown,Stationary
T20260409_0002_TW2552,T20260409_0002,2026-04-09,TW2552,1,Box,Medium,White,Stationary
T20260409_0011_TW2552,T20260409_0011,2026-04-09,TW2552,1,Suitcase,Medium,Blue,Carried
T20260409_0010_TW2552,T20260409_0010,2026-04-09,TW2552,1,Suitcase,Medium,Black,Stationary
T20260409_0005_TW2552,T20260409_0005,2026-04-09,TW2552,1,Backpack,Medium,Black,Stationary
T20260409_0007_TW2552,T20260409_0007,2026-04-09,TW2552,1,Backpack,Small,Blue,Carried
T20260409_0014_TW2552,T20260409_0014,2026-04-09,TW2552,1,Handbag,Large,Red,Stationary
T20260409_0019_TW2552,T20260409_0019,2026-04-09,TW2552,1,Backpack,Medium,Black,Stationary
T20260409_0013_TW2552,T20260409_0013,2026-04-09,TW2552,1,Backpack,Small,Brown,Carried
T20260409_0020_TW2552,T20260409_0020,2026-04-09,TW2552,1,Bag,Small,White,Stationary
T20260409_0012_TW2552,T20260409_0012,2026-04-09,TW2552,2,Handbag,Large,Green,Carried
T20260409_0017_TW2552,T20260409_0017,2026-04-09,TW2552,2,Bag,Small,Black,Carried
T20260409_0004_TW2552,T20260409_0004,2026-04-09,TW2552,2,Box,Medium,Green,Stationary
T20260409_0008_TW2552,T20260409_0008,2026-04-09,TW2552,2,Backpack,Medium,Black,Carried
T20260409_0009_TW2552,T20260409_0009,2026-04-09,TW2552,2,Backpack,Small,Black,Carried
T20260409_0018_TW2552,T20260409_0018,2026-04-09,TW2552,2,Backpack,Large,Gray,Carried
T20260409_0016_TW2552,T20260409_0016,2026-04-09,TW2552,2,Bag,Medium,Red,Stationary
T20260409_0015_TW2552,T20260409_0015,2026-04-09,TW2552,2,Handbag,Small,Black,Stationary
T20260409_0020_TW2553,T20260409_0020,2026-04-09,TW2553,1,Bag,Small,White,Carried
T20260409_0016_TW2553,T20260409_0016,2026-04-09,TW2553,1,Bag,Medium,Red,Stationary
T20260409_0001_TW2553,T20260409_0001,2026-04-09,TW2553,1,Box,Medium,Green,Carried
T20260409_0009_TW2553,T20260409_0009,2026-04-09,TW2553,1,Backpack,Small,Black,Stationary
T20260409_0005_TW2553,T20260409_0005,2026-04-09,TW2553,1,Backpack,Medium,Black,Carried
T20260409_0008_TW2553,T20260409_0008,2026-04-09,TW2553,1,Backpack,Medium,Black,Carried
T20260409_0003_TW2553,T20260409_0003,2026-04-09,TW2553,1,Backpack,Large,Brown,Carried
T20260409_0006_TW2553,T20260409_0006,2026-04-09,TW2553,1,Handbag,Medium,Blue,Carried
T20260409_0011_TW2553,T20260409_0011,2026-04-09,TW2553,1,Suitcase,Medium,Blue,Stationary
T20260409_0015_TW2553,T20260409_0015,2026-04-09,TW2553,1,Handbag,Small,Black,Carried
T20260409_0004_TW2553,T20260409_0004,2026-04-09,TW2553,1,Box,Medium,Green,Stationary
T20260409_0007_TW2553,T20260409_0007,2026-04-09,TW2553,1,Backpack,Small,Blue,Stationary
T20260409_0014_TW2553,T20260409_0014,2026-04-09,TW2553,1,Handbag,Large,Red,Carried
T20260409_0010_TW2553,T20260409_0010,2026-04-09,TW2553,1,Suitcase,Medium,Black,Carried
T20260409_0002_TW2553,T20260409_0002,2026-04-09,TW2553,1,Box,Medium,White,Stationary
T20260409_0018_TW2553,T20260409_0018,2026-04-09,TW2553,1,Backpack,Large,Gray,Carried
T20260409_0012_TW2553,T20260409_0012,2026-04-09,TW2553,1,Handbag,Large,Green,Carried
T20260409_0017_TW2553,T20260409_0017,2026-04-09,TW2553,1,Bag,Small,Black,Stationary
T20260409_0013_TW2553,T20260409_0013,2026-04-09,TW2553,1,Backpack,Small,Brown,Carried
T20260409_0019_TW2553,T20260409_0019,2026-04-09,TW2553,1,Backpack,Medium,Black,Stationary
T20260409_0012_TW2554,T20260409_0012,2026-04-09,TW2554,1,Handbag,Large,Green,Carried
T20260409_0014_TW2554,T20260409_0014,2026-04-09,TW2554,1,Handbag,Large,Red,Stationary
T20260409_0017_TW2554,T20260409_0017,2026-04-09,TW2554,1,Bag,Small,Black,Carried
T20260409_0020_TW2554,T20260409_0020,2026-04-09,TW2554,1,Bag,Small,White,Carried
T20260409_0005_TW2554,T20260409_0005,2026-04-09,TW2554,1,Backpack,Medium,Black,Carried
T20260409_0004_TW2554,T20260409_0004,2026-04-09,TW2554,1,Box,Medium,Green,Carried
T20260409_0002_TW2554,T20260409_0002,2026-04-09,TW2554,1,Box,Medium,White,Stationary
T20260409_0009_TW2554,T20260409_0009,2026-04-09,TW2554,1,Backpack,Small,Black,Carried
T20260409_0011_TW2554,T20260409_0011,2026-04-09,TW2554,1,Suitcase,Medium,Blue,Carried
T20260409_0013_TW2554,T20260409_0013,2026-04-09,TW2554,1,Backpack,Small,Brown,Carried
T20260409_0003_TW2554,T20260409_0003,2026-04-09,TW2554,1,Backpack,Large,Brown,Carried
T20260409_0010_TW2554,T20260409_0010,2026-04-09,TW2554,1,Suitcase,Medium,Black,Stationary
T20260409_0015_TW2554,T20260409_0015,2026-04-09,TW2554,1,Handbag,Small,Black,Carried
T20260409_0001_TW2554,T20260409_0001,2026-04-09,TW2554,1,Box,Medium,Green,Carried
T20260409_0019_TW2554,T20260409_0019,2026-04-09,TW2554,1,Backpack,Medium,Black,Stationary
T20260409_0008_TW2554,T20260409_0008,2026-04-09,TW2554,1,Backpack,Medium,Black,Carried
T20260409_0018_TW2554,T20260409_0018,2026-04-09,TW2554,1,Backpack,Large,Gray,Carried
T20260409_0007_TW2554,T20260409_0007,2026-04-09,TW2554,2,Backpack,Small,Blue,Stationary
T20260409_0006_TW2554,T20260409_0006,2026-04-09,TW2554,2,Handbag,Medium,Blue,Stationary
T20260409_0016_TW2554,T20260409_0016,2026-04-09,TW2554,2,Bag,Medium,Red,Carried
T20260409_0016_TW2555,T20260409_0016,2026-04-09,TW2555,1,Bag,Medium,Red,Carried
T20260409_0006_TW2555,T20260409_0006,2026-04-09,TW2555,1,Handbag,Medium,Blue,Stationary
T20260409_0004_TW2555,T20260409_0004,2026-04-09,TW2555,1,Box,Medium,Green,Carried
T20260409_0018_TW2555,T20260409_0018,2026-04-09,TW2555,1,Backpack,Large,Gray,Carried
T20260409_0017_TW2555,T20260409_0017,2026-04-09,TW2555,1,Bag,Small,Black,Carried
T20260409_0002_TW2555,T20260409_0002,2026-04-09,TW2555,1,Box,Medium,White,Carried
T20260409_0013_TW2555,T20260409_0013,2026-04-09,TW2555,1,Backpack,Small,Brown,Stationary
T20260409_0019_TW2555,T20260409_0019,2026-04-09,TW2555,1,Backpack,Medium,Black,Stationary
T20260409_0012_TW2555,T20260409_0012,2026-04-09,TW2555,1,Handbag,Large,Green,Carried
T20260409_0005_TW2555,T20260409_0005,2026-04-09,TW2555,1,Backpack,Medium,Black,Carried
T20260409_0009_TW2555,T20260409_0009,2026-04-09,TW2555,1,Backpack,Small,Black,Stationary
T20260409_0007_TW2555,T20260409_0007,2026-04-09,TW2555,1,Backpack,Small,Blue,Carried
T20260409_0003_TW2555,T20260409_0003,2026-04-09,TW2555,1,Backpack,Large,Brown,Carried
T20260409_0015_TW2555,T20260409_0015,2026-04-09,TW2555,1,Handbag,Small,Black,Carried
T20260409_0014_TW2555,T20260409_0014,2026-04-09,TW2555,1,Handbag,Large,Red,Carried
T20260409_0001_TW2555,T20260409_0001,2026-04-09,TW2555,1,Box,Medium,Green,Carried
T20260409_0008_TW2555,T20260409_0008,2026-04-09,TW2555,1,Backpack,Medium,Black,Stationary
T20260409_0010_TW2555,T20260409_0010,2026-04-09,TW2555,1,Suitcase,Medium,Black,Carried
T20260409_0011_TW2555,T20260409_0011,2026-04-09,TW2555,1,Suitcase,Medium,Blue,Stationary
T20260409_0020_TW2555,T20260409_0020,2026-04-09,TW2555,2,Bag,Small,White,Stationary
T20260409_0013_TW2556,T20260409_0013,2026-04-09,TW2556,1,Backpack,Small,Brown,Stationary
T20260409_0010_TW2556,T20260409_0010,2026-04-09,TW2556,1,Suitcase,Medium,Black,Carried
T20260409_0018_TW2556,T20260409_0018,2026-04-09,TW2556,1,Backpack,Large,Gray,Carried
T20260409_0006_TW2556,T20260409_0006,2026-04-09,TW2556,1,Handbag,Medium,Blue,Stationary
T20260409_0016_TW2556,T20260409_0016,2026-04-09,TW2556,1,Bag,Medium,Red,Stationary
T20260409_0017_TW2556,T20260409_0017,2026-04-09,TW2556,1,Bag,Small,Black,Stationary
T20260409_0003_TW2556,T20260409_0003,2026-04-09,TW2556,1,Backpack,Large,Brown,Carried
T20260409_0008_TW2556,T20260409_0008,2026-04-09,TW2556,1,Backpack,Medium,Black,Carried
T20260409_0005_TW2556,T20260409_0005,2026-04-09,TW2556,1,Backpack,Medium,Black,Carried
T20260409_0007_TW2556,T20260409_0007,2026-04-09,TW2556,1,Backpack,Small,Blue,Stationary
T20260409_0020_TW2556,T20260409_0020,2026-04-09,TW2556,1,Bag,Small,White,Stationary
T20260409_0015_TW2556,T20260409_0015,2026-04-09,TW2556,1,Handbag,Small,Black,Stationary
T20260409_0001_TW2556,T20260409_0001,2026-04-09,TW2556,1,Box,Medium,Green,Stationary
T20260409_0009_TW2556,T20260409_0009,2026-04-09,TW2556,1,Backpack,Small,Black,Carried
T20260409_0011_TW2556,T20260409_0011,2026-04-09,TW2556,1,Suitcase,Medium,Blue,Carried
T20260409_0004_TW2556,T20260409_0004,2026-04-09,TW2556,1,Box,Medium,Green,Stationary
T20260409_0014_TW2556,T20260409_0014,2026-04-09,TW2556,1,Handbag,Large,Red,Stationary
T20260409_0012_TW2556,T20260409_0012,2026-04-09,TW2556,1,Handbag,Large,Green,Carried
T20260409_0019_TW2556,T20260409_0019,2026-04-09,TW2556,1,Backpack,Medium,Black,Carried
T20260409_0002_TW2556,T20260409_0002,2026-04-09,TW2556,1,Box,Medium,White,Carried
T20260409_0012_TW2557,T20260409_0012,2026-04-09,TW2557,1,Handbag,Large,Green,Carried
T20260409_0006_TW2557,T20260409_0006,2026-04-09,TW2557,1,Handbag,Medium,Blue,Carried
T20260409_0002_TW2557,T20260409_0002,2026-04-09,TW2557,1,Box,Medium,White,Carried
T20260409_0001_TW2557,T20260409_0001,2026-04-09,TW2557,1,Box,Medium,Green,Stationary
T20260409_0009_TW2557,T20260409_0009,2026-04-09,TW2557,1,Backpack,Small,Black,Stationary
T20260409_0015_TW2557,T20260409_0015,2026-04-09,TW2557,1,Handbag,Small,Black,Carried
T20260409_0007_TW2557,T20260409_0007,2026-04-09,TW2557,1,Backpack,Small,Blue,Stationary
T20260409_0014_TW2557,T20260409_0014,2026-04-09,TW2557,1,Handbag,Large,Red,Stationary
T20260409_0013_TW2557,T20260409_0013,2026-04-09,TW2557,1,Backpack,Small,Brown,Stationary
T20260409_0011_TW2557,T20260409_0011,2026-04-09,TW2557,1,Suitcase,Medium,Blue,Stationary
T20260409_0004_TW2557,T20260409_0004,2026-04-09,TW2557,1,Box,Medium,Green,Carried
T20260409_0016_TW2557,T20260409_0016,2026-04-09,TW2557,1,Bag,Medium,Red,Carried
T20260409_0005_TW2557,T20260409_0005,2026-04-09,TW2557,1,Backpack,Medium,Black,Carried
T20260409_0003_TW2557,T20260409_0003,2026-04-09,TW2557,1,Backpack,Large,Brown,Stationary
T20260409_0008_TW2557,T20260409_0008,2026-04-09,TW2557,1,Backpack,Medium,Black,Stationary
T20260409_0018_TW2557,T20260409_0018,2026-04-09,TW2557,1,Backpack,Large,Gray,Carried
T20260409_0020_TW2557,T20260409_0020,2026-04-09,TW2557,1,Bag,Small,White,Carried
T20260409_0019_TW2557,T20260409_0019,2026-04-09,TW2557,1,Backpack,Medium,Black,Stationary
T20260409_0017_TW2557,T20260409_0017,2026-04-09,TW2557,1,Bag,Small,Black,Carried
T20260409_0010_TW2557,T20260409_0010,2026-04-09,TW2557,2,Suitcase,Medium,Black,Stationary
T20260409_0002_TW2558,T20260409_0002,2026-04-09,TW2558,1,Box,Medium,White,Carried
T20260409_0001_TW2558,T20260409_0001,2026-04-09,TW2558,1,Box,Medium,Green,Carried
T20260409_0005_TW2558,T20260409_0005,2026-04-09,TW2558,1,Backpack,Medium,Black,Carried
T20260409_0008_TW2558,T20260409_0008,2026-04-09,TW2558,1,Backpack,Medium,Black,Stationary
T20260409_0011_TW2558,T20260409_0011,2026-04-09,TW2558,1,Suitcase,Medium,Blue,Stationary
T20260409_0020_TW2558,T20260409_0020,2026-04-09,TW2558,1,Bag,Small,White,Stationary
T20260409_0003_TW2558,T20260409_0003,2026-04-09,TW2558,1,Backpack,Large,Brown,Stationary
T20260409_0013_TW2558,T20260409_0013,2026-04-09,TW2558,1,Backpack,Small,Brown,Stationary
T20260409_0010_TW2558,T20260409_0010,2026-04-09,TW2558,1,Suitcase,Medium,Black,Carried
T20260409_0018_TW2558,T20260409_0018,2026-04-09,TW2558,1,Backpack,Large,Gray,Stationary
T20260409_0017_TW2558,T20260409_0017,2026-04-09,TW2558,1,Bag,Small,Black,Stationary
T20260409_0004_TW2558,T20260409_0004,2026-04-09,TW2558,1,Box,Medium,Green,Stationary
T20260409_0014_TW2558,T20260409_0014,2026-04-09,TW2558,1,Handbag,Large,Red,Carried
T20260409_0019_TW2558,T20260409_0019,2026-04-09,TW2558,1,Backpack,Medium,Black,Stationary
T20260409_0006_TW2558,T20260409_0006,2026-04-09,TW2558,1,Handbag,Medium,Blue,Carried
T20260409_0016_TW2558,T20260409_0016,2026-04-09,TW2558,1,Bag,Medium,Red,Stationary
T20260409_0007_TW2558,T20260409_0007,2026-04-09,TW2558,1,Backpack,Small,Blue,Carried
T20260409_0012_TW2558,T20260409_0012,2026-04-09,TW2558,1,Handbag,Large,Green,Carried
T20260409_0015_TW2558,T20260409_0015,2026-04-09,TW2558,1,Handbag,Small,Black,Stationary
T20260409_0009_TW2558,T20260409_0009,2026-04-09,TW2558,1,Backpack,Small,Black,Carried
T20260409_0010_TW2559,T20260409_0010,2026-04-09,TW2559,1,Suitcase,Medium,Black,Stationary
T20260409_0001_TW2559,T20260409_0001,2026-04-09,TW2559,1,Box,Medium,Green,Carried
T20260409_0019_TW2559,T20260409_0019,2026-04-09,TW2559,1,Backpack,Medium,Black,Carried
T20260409_0018_TW2559,T20260409_0018,2026-04-09,TW2559,1,Backpack,Large,Gray,Stationary
T20260409_0008_TW2559,T20260409_0008,2026-04-09,TW2559,1,Backpack,Medium,Black,Stationary
T20260409_0007_TW2559,T20260409_0007,2026-04-09,TW2559,1,Backpack,Small,Blue,Carried
T20260409_0015_TW2559,T20260409_0015,2026-04-09,TW2559,1,Handbag,Small,Black,Carried
T20260409_0012_TW2559,T20260409_0012,2026-04-09,TW2559,1,Handbag,Large,Green,Carried
T20260409_0013_TW2559,T20260409_0013,2026-04-09,TW2559,1,Backpack,Small,Brown,Stationary
T20260409_0003_TW2559,T20260409_0003,2026-04-09,TW2559,1,Backpack,Large,Brown,Carried
T20260409_0004_TW2559,T20260409_0004,2026-04-09,TW2559,1,Box,Medium,Green,Stationary
T20260409_0009_TW2559,T20260409_0009,2026-04-09,TW2559,1,Backpack,Small,Black,Carried
T20260409_0016_TW2559,T20260409_0016,2026-04-09,TW2559,1,Bag,Medium,Red,Carried
T20260409_0020_TW2559,T20260409_0020,2026-04-09,TW2559,1,Bag,Small,White,Stationary
T20260409_0002_TW2559,T20260409_0002,2026-04-09,TW2559,1,Box,Medium,White,Stationary
T20260409_0006_TW2559,T20260409_0006,2026-04-09,TW2559,1,Handbag,Medium,Blue,Stationary
T20260409_0011_TW2559,T20260409_0011,2026-04-09,TW2559,1,Suitcase,Medium,Blue,Carried
T20260409_0014_TW2559,T20260409_0014,2026-04-09,TW2559,1,Handbag,Large,Red,Carried
T20260409_0017_TW2559,T20260409_0017,2026-04-09,TW2559,1,Bag,Small,Black,Carried
T20260409_0005_TW2559,T20260409_0005,2026-04-09,TW2559,1,Backpack,Medium,Black,Stationary
T20260409_0003_TW2560,T20260409_0003,2026-04-09,TW2560,1,Backpack,Large,Brown,Stationary
T20260409_0019_TW2560,T20260409_0019,2026-04-09,TW2560,1,Backpack,Medium,Black,Stationary
T20260409_0017_TW2560,T20260409_0017,2026-04-09,TW2560,1,Bag,Small,Black,Stationary
T20260409_0007_TW2560,T20260409_0007,2026-04-09,TW2560,1,Backpack,Small,Blue,Carried
T20260409_0009_TW2560,T20260409_0009,2026-04-09,TW2560,1,Backpack,Small,Black,Stationary
T20260409_0001_TW2560,T20260409_0001,2026-04-09,TW2560,1,Box,Medium,Green,Carried
T20260409_0012_TW2560,T20260409_0012,2026-04-09,TW2560,1,Handbag,Large,Green,Carried
T20260409_0002_TW2560,T20260409_0002,2026-04-09,TW2560,1,Box,Medium,White,Carried
T20260409_0018_TW2560,T20260409_0018,2026-04-09,TW2560,1,Backpack,Large,Gray,Stationary
T20260409_0010_TW2560,T20260409_0010,2026-04-09,TW2560,1,Suitcase,Medium,Black,Carried
T20260409_0015_TW2560,T20260409_0015,2026-04-09,TW2560,1,Handbag,Small,Black,Carried
T20260409_0004_TW2560,T20260409_0004,2026-04-09,TW2560,1,Box,Medium,Green,Carried
T20260409_0005_TW2560,T20260409_0005,2026-04-09,TW2560,1,Backpack,Medium,Black,Carried
T20260409_0020_TW2560,T20260409_0020,2026-04-09,TW2560,1,Bag,Small,White,Carried
T20260409_0011_TW2560,T20260409_0011,2026-04-09,TW2560,1,Suitcase,Medium,Blue,Stationary
T20260409_0013_TW2560,T20260409_0013,2026-04-09,TW2560,1,Backpack,Small,Brown,Stationary
T20260409_0016_TW2560,T20260409_0016,2026-04-09,TW2560,2,Bag,Medium,Red,Stationary
T20260409_0014_TW2560,T20260409_0014,2026-04-09,TW2560,2,Handbag,Large,Red,Carried
T20260409_0008_TW2560,T20260409_0008,2026-04-09,TW2560,2,Backpack,Medium,Black,Stationary
T20260409_0006_TW2560,T20260409_0006,2026-04-09,TW2560,2,Handbag,Medium,Blue,Carried
T20260409_0006_TW2561,T20260409_0006,2026-04-09,TW2561,1,Handbag,Medium,Blue,Carried
T20260409_0012_TW2561,T20260409_0012,2026-04-09,TW2561,1,Handbag,Large,Green,Stationary
