tw_id,video_id,entity_tw_id
TW2556,V_C003_20260409_070500,P20260409_0031_TW2556
TW2556,V_C003_20260409_070500,P20260409_0045_TW2556
TW2556,V_C003_20260409_070500,P20260409_0037_TW2556
TW2556,V_C003_20260409_070500,P20260409_0024_TW2556
TW2556,V_C003_20260409_070500,P20260409_0002_TW2556
TW2556,V_C003_20260409_070500,P20260409_0044_TW2556
TW2556,V_C003_20260409_070500,VH20260409_0007_TW2556
TW2556,V_C004_20260409_070500,P20260409_0006_TW2556
TW2556,V_C004_20260409_070500,P20260409_0014_TW2556
TW2556,V_C004_20260409_070500,P20260409_0042_TW2556
TW2556,V_C004_20260409_070500,P20260409_0025_TW2556
TW2556,V_C004_20260409_070500,VH20260409_0006_TW2556
TW2556,V_C004_20260409_070500,VH20260409_0005_TW2556
TW2556,V_C007_20260409_070500,VH20260409_0003_TW2556
TW2556,V_C007_20260409_070500,VH20260409_0010_TW2556
TW2556,V_C007_20260409_070500,VH20260409_0004_TW2556
TW2556,V_C007_20260409_070500,VH20260409_0011_TW2556
TW2556,V_C008_20260409_070500,VH20260409_0012_TW2556
TW2557,V_C001_20260409_070500,P20260409_0008_TW2557
TW2557,V_C001_20260409_070500,P20260409_0049_TW2557
TW2557,V_C001_20260409_070500,P20260409_0007_TW2557
TW2557,V_C001_20260409_070500,P20260409_0033_TW2557
TW2557,V_C001_20260409_070500,P20260409_0011_TW2557
TW2557,V_C001_20260409_070500,P20260409_0046_TW2557
TW2557,V_C001_20260409_070500,P20260409_0045_TW2557
TW2557,V_C001_20260409_070500,P20260409_0042_TW2557
TW2557,V_C001_20260409_070500,P20260409_0040_TW2557
TW2557,V_C001_20260409_070500,P20260409_0004_TW2557
TW2557,V_C001_20260409_070500,P20260409_0024_TW2557
TW2557,V_C001_20260409_070500,P20260409_0002_TW2557
TW2557,V_C001_20260409_070500,P20260409_0031_TW2557
TW2557,V_C001_20260409_070500,P20260409_0019_TW2557
TW2557,V_C001_20260409_070500,P20260409_0022_TW2557
TW2557,V_C001_20260409_070500,T20260409_0012_TW2557
TW2557,V_C001_20260409_070500,T20260409_0006_TW2557
TW2557,V_C001_20260409_070500,T20260409_0002_TW2557
TW2557,V_C001_20260409_070500,T20260409_0001_TW2557
TW2557,V_C001_20260409_070500,T20260409_0009_TW2557
TW2557,V_C001_20260409_070500,T20260409_0015_TW2557
TW2557,V_C001_20260409_070500,T20260409_0007_TW2557
TW2557,V_C001_20260409_070500,T20260409_0014_TW2557
TW2557,V_C001_20260409_070500,T20260409_0013_TW2557
TW2557,V_C001_20260409_070500,T20260409_0011_TW2557
TW2557,V_C002_20260409_070500,P20260409_0012_TW2557
TW2557,V_C002_20260409_070500,P20260409_0036_TW2557
TW2557,V_C002_20260409_070500,P20260409_0043_TW2557
TW2557,V_C002_20260409_070500,P20260409_0017_TW2557
TW2557,V_C002_20260409_070500,P20260409_0018_TW2557
TW2557,V_C002_20260409_070500,P20260409_0044_TW2557
TW2557,V_C002_20260409_070500,P20260409_0026_TW2557
TW2557,V_C002_20260409_070500,P20260409_0020_TW2557
TW2557,V_C002_20260409_070500,P20260409_0006_TW2557
TW2557,V_C002_20260409_070500,P20260409_0032_TW2557
TW2557,V_C002_20260409_070500,P20260409_0029_TW2557
TW2557,V_C002_20260409_070500,P20260409_0039_TW2557
TW2557,V_C002_20260409_070500,P20260409_0034_TW2557
TW2557,V_C002_20260409_070500,P20260409_0028_TW2557
TW2557,V_C002_20260409_070500,P20260409_0003_TW2557
TW2557,V_C002_20260409_070500,P20260409_0025_TW2557
TW2557,V_C002_20260409_070500,T20260409_0004_TW2557
TW2557,V_C002_20260409_070500,T20260409_0016_TW2557
TW2557,V_C002_20260409_070500,T20260409_0005_TW2557
TW2557,V_C002_20260409_070500,T20260409_0003_TW2557
TW2557,V_C002_20260409_070500,T20260409_0008_TW2557
TW2557,V_C002_20260409_070500,T20260409_0018_TW2557
TW2557,V_C002_20260409_070500,T20260409_0020_TW2557
TW2557,V_C002_20260409_070500,T20260409_0019_TW2557
TW2557,V_C002_20260409_070500,T20260409_0017_TW2557
TW2557,V_C002_20260409_070500,VH20260409_0001_TW2557
TW2557,V_C002_20260409_070500,VH20260409_0006_TW2557
TW2557,V_C002_20260409_070500,VH20260409_0011_TW2557
TW2557,V_C002_20260409_070500,VH20260409_0004_TW2557
TW2557,V_C003_20260409_070500,P20260409_0038_TW2557
TW2557,V_C003_20260409_070500,P20260409_0050_TW2557
TW2557,V_C003_20260409_070500,P20260409_0015_TW2557
TW2557,V_C003_20260409_070500,P20260409_0047_TW2557
TW2557,V_C003_20260409_070500,P20260409_0027_TW2557
TW2557,V_C003_20260409_070500,P20260409_0048_TW2557
TW2557,V_C003_20260409_070500,P20260409_0023_TW2557
TW2557,V_C003_20260409_070500,P20260409_0041_TW2557
TW2557,V_C003_20260409_070500,P20260409_0021_TW2557
TW2557,V_C003_20260409_070500,P20260409_0010_TW2557
TW2557,V_C003_20260409_070500,P20260409_0035_TW2557
TW2557,V_C003_20260409_070500,P20260409_0005_TW2557
TW2557,V_C003_20260409_070500,P20260409_0030_TW2557
TW2557,V_C003_20260409_070500,P20260409_0001_TW2557
TW2557,V_C003_20260409_070500,P20260409_0016_TW2557
TW2557,V_C003_20260409_070500,P20260409_0014_TW2557
TW2557,V_C003_20260409_070500,T20260409_0010_TW2557
TW2557,V_C003_20260409_070500,VH20260409_0012_TW2557
TW2557,V_C004_20260409_070500,P20260409_0013_TW2557
TW2557,V_C004_20260409_070500,P20260409_0009_TW2557
TW2557,V_C004_20260409_070500,P20260409_0037_TW2557
TW2557,V_C004_20260409_070500,VH20260409_0009_TW2557
TW2557,V_C004_20260409_070500,VH20260409_0007_TW2557
TW2557,V_C004_20260409_070500,VH20260409_0005_TW2557
TW2557,V_C004_20260409_070500,VH20260409_0008_TW2557
TW2557,V_C004_20260409_070500,VH20260409_0003_TW2557
TW2557,V_C007_20260409_070500,VH20260409_0010_TW2557
TW2557,V_C007_20260409_070500,VH20260409_0002_TW2557
TW2558,V_C001_20260409_070500,P20260409_0045_TW2558
TW2558,V_C001_20260409_070500,P20260409_0002_TW2558
TW2558,V_C001_20260409_070500,P20260409_0011_TW2558
TW2558,V_C001_20260409_070500,P20260409_0007_TW2558
TW2558,V_C001_20260409_070500,P20260409_0039_TW2558
TW2558,V_C001_20260409_070500,P20260409_0014_TW2558
TW2558,V_C001_20260409_070500,P20260409_0020_TW2558
TW2558,V_C001_20260409_070500,P20260409_0033_TW2558
TW2558,V_C001_20260409_070500,P20260409_0006_TW2558
TW2558,V_C001_20260409_070500,P20260409_0017_TW2558
TW2558,V_C001_20260409_070500,P20260409_0026_TW2558
TW2558,V_C001_20260409_070500,P20260409_0030_TW2558
TW2558,V_C001_20260409_070500,P20260409_0029_TW2558
TW2558,V_C001_20260409_070500,P20260409_0022_TW2558
TW2558,V_C001_20260409_070500,P20260409_0018_TW2558
TW2558,V_C001_20260409_070500,P20260409_0024_TW2558
TW2558,V_C001_20260409_070500,P20260409_0050_TW2558
TW2558,V_C001_20260409_070500,T20260409_0002_TW2558
TW2558,V_C001_20260409_070500,T20260409_0001_TW2558
TW2558,V_C001_20260409_070500,T20260409_0005_TW2558
TW2558,V_C001_20260409_070500,T20260409_0008_TW2558
TW2558,V_C001_20260409_070500,T20260409_0011_TW2558
TW2558,V_C001_20260409_070500,T20260409_0020_TW2558
TW2558,V_C001_20260409_070500,T20260409_0003_TW2558
TW2558,V_C001_20260409_070500,T20260409_0013_TW2558
TW2558,V_C002_20260409_070500,P20260409_0012_TW2558
TW2558,V_C002_20260409_070500,P20260409_0028_TW2558
TW2558,V_C002_20260409_070500,P20260409_0001_TW2558
TW2558,V_C002_20260409_070500,P20260409_0046_TW2558
TW2558,V_C002_20260409_070500,P20260409_0049_TW2558
TW2558,V_C002_20260409_070500,P20260409_0038_TW2558
TW2558,V_C002_20260409_070500,P20260409_0021_TW2558
TW2558,V_C002_20260409_070500,P20260409_0034_TW2558
TW2558,V_C002_20260409_070500,P20260409_0015_TW2558
TW2558,V_C002_20260409_070500,P20260409_0005_TW2558
TW2558,V_C002_20260409_070500,P20260409_0036_TW2558
TW2558,V_C002_20260409_070500,P20260409_0043_TW2558
TW2558,V_C002_20260409_070500,P20260409_0027_TW2558
TW2558,V_C002_20260409_070500,P20260409_0042_TW2558
TW2558,V_C002_20260409_070500,P20260409_0010_TW2558
TW2558,V_C002_20260409_070500,P20260409_0044_TW2558
TW2558,V_C002_20260409_070500,P20260409_0003_TW2558
TW2558,V_C002_20260409_070500,P20260409_0031_TW2558
TW2558,V_C002_20260409_070500,P20260409_0004_TW2558
TW2558,V_C002_20260409_070500,P20260409_0008_TW2558
TW2558,V_C002_20260409_070500,P20260409_0016_TW2558
TW2558,V_C002_20260409_070500,P20260409_0047_TW2558
TW2558,V_C002_20260409_070500,P20260409_0032_TW2558
TW2558,V_C002_20260409_070500,P20260409_0023_TW2558
TW2558,V_C002_20260409_070500,T20260409_0010_TW2558
TW2558,V_C002_20260409_070500,T20260409_0018_TW2558
TW2558,V_C002_20260409_070500,T20260409_0017_TW2558
TW2558,V_C002_20260409_070500,T20260409_0004_TW2558
TW2558,V_C002_20260409_070500,T20260409_0014_TW2558
TW2558,V_C002_20260409_070500,T20260409_0019_TW2558
TW2558,V_C002_20260409_070500,T20260409_0006_TW2558
TW2558,V_C002_20260409_070500,T20260409_0016_TW2558
TW2558,V_C002_20260409_070500,T20260409_0007_TW2558
TW2558,V_C002_20260409_070500,T20260409_0012_TW2558
TW2558,V_C002_20260409_070500,T20260409_0015_TW2558
TW2558,V_C002_20260409_070500,T20260409_0009_TW2558
TW2558,V_C002_20260409_070500,VH20260409_0001_TW2558
TW2558,V_C002_20260409_070500,VH20260409_0004_TW2558
TW2558,V_C003_20260409_070500,P20260409_0041_TW2558
TW2558,V_C003_20260409_070500,P20260409_0019_TW2558
TW2558,V_C003_20260409_070500,P20260409_0009_TW2558
TW2558,V_C003_20260409_070500,P20260409_0048_TW2558
TW2558,V_C003_20260409_070500,P20260409_0037_TW2558
TW2558,V_C003_20260409_070500,P20260409_0025_TW2558
TW2558,V_C003_20260409_070500,P20260409_0040_TW2558
TW2558,V_C003_20260409_070500,P20260409_0035_TW2558
TW2558,V_C003_20260409_070500,P20260409_0013_TW2558
TW2558,V_C003_20260409_070500,VH20260409_0011_TW2558
TW2558,V_C003_20260409_070500,VH20260409_0009_TW2558
TW2558,V_C003_20260409_070500,VH20260409_0003_TW2558
TW2558,V_C003_20260409_070500,VH20260409_0006_TW2558
TW2558,V_C004_20260409_070500,VH20260409_0008_TW2558
TW2558,V_C007_20260409_070500,VH20260409_0005_TW2558
TW2558,V_C007_20260409_070500,VH20260409_0012_TW2558
TW2558,V_C007_20260409_070500,VH20260409_0007_TW2558
TW2558,V_C007_20260409_070500,VH20260409_0002_TW2558
TW2559,V_C001_20260409_070500,P20260409_0022_TW2559
TW2559,V_C001_20260409_070500,P20260409_0030_TW2559
TW2559,V_C001_20260409_070500,P20260409_0026_TW2559
TW2559,V_C001_20260409_070500,P20260409_0045_TW2559
TW2559,V_C001_20260409_070500,P20260409_0005_TW2559
TW2559,V_C001_20260409_070500,P20260409_0036_TW2559
TW2559,V_C001_20260409_070500,P20260409_0021_TW2559
TW2559,V_C001_20260409_070500,P20260409_0018_TW2559
TW2559,V_C001_20260409_070500,P20260409_0020_TW2559
TW2559,V_C001_20260409_070500,P20260409_0019_TW2559
TW2559,V_C001_20260409_070500,P20260409_0031_TW2559
TW2559,V_C001_20260409_070500,P20260409_0015_TW2559
TW2559,V_C001_20260409_070500,P20260409_0029_TW2559
TW2559,V_C001_20260409_070500,P20260409_0047_TW2559
TW2559,V_C001_20260409_070500,P20260409_0014_TW2559
TW2559,V_C001_20260409_070500,T20260409_0010_TW2559
TW2559,V_C001_20260409_070500,T20260409_0001_TW2559
TW2559,V_C001_20260409_070500,T20260409_0019_TW2559
TW2559,V_C001_20260409_070500,T20260409_0018_TW2559
TW2559,V_C001_20260409_070500,T20260409_0008_TW2559
TW2559,V_C001_20260409_070500,T20260409_0007_TW2559
TW2559,V_C001_20260409_070500,T20260409_0015_TW2559
TW2559,V_C001_20260409_070500,T20260409_0012_TW2559
TW2559,V_C001_20260409_070500,T20260409_0013_TW2559
TW2559,V_C001_20260409_070500,T20260409_0003_TW2559
TW2559,V_C001_20260409_070500,VH20260409_0001_TW2559
TW2559,V_C001_20260409_070500,VH20260409_0009_TW2559
TW2559,V_C001_20260409_070500,VH20260409_0006_TW2559
TW2559,V_C002_20260409_070500,P20260409_0004_TW2559
TW2559,V_C002_20260409_070500,P20260409_0042_TW2559
TW2559,V_C002_20260409_070500,P20260409_0001_TW2559
TW2559,V_C002_20260409_070500,P20260409_0010_TW2559
TW2559,V_C002_20260409_070500,P20260409_0003_TW2559
TW2559,V_C002_20260409_070500,P20260409_0032_TW2559
TW2559,V_C002_20260409_070500,P20260409_0033_TW2559
TW2559,V_C002_20260409_070500,P20260409_0046_TW2559
TW2559,V_C002_20260409_070500,P20260409_0025_TW2559
TW2559,V_C002_20260409_070500,P20260409_0037_TW2559
TW2559,V_C002_20260409_070500,P20260409_0007_TW2559
TW2559,V_C002_20260409_070500,P20260409_0024_TW2559
TW2559,V_C002_20260409_070500,P20260409_0039_TW2559
TW2559,V_C002_20260409_070500,P20260409_0016_TW2559
TW2559,V_C002_20260409_070500,P20260409_0012_TW2559
TW2559,V_C002_20260409_070500,P20260409_0023_TW2559
TW2559,V_C002_20260409_070500,P20260409_0049_TW2559
TW2559,V_C002_20260409_070500,T20260409_0004_TW2559
TW2559,V_C002_20260409_070500,T20260409_0009_TW2559
TW2559,V_C002_20260409_070500,T20260409_0016_TW2559
TW2559,V_C002_20260409_070500,T20260409_0020_TW2559
TW2559,V_C002_20260409_070500,T20260409_0002_TW2559
TW2559,V_C002_20260409_070500,T20260409_0006_TW2559
TW2559,V_C002_20260409_070500,T20260409_0011_TW2559
TW2559,V_C002_20260409_070500,T20260409_0014_TW2559
TW2559,V_C002_20260409_070500,T20260409_0017_TW2559
TW2559,V_C002_20260409_070500,T20260409_0005_TW2559
TW2559,V_C002_20260409_070500,VH20260409_0011_TW2559
TW2559,V_C002_20260409_070500,VH20260409_0012_TW2559
TW2559,V_C003_20260409_070500,P20260409_0041_TW2559
TW2559,V_C003_20260409_070500,P20260409_0008_TW2559
TW2559,V_C003_20260409_070500,P20260409_0044_TW2559
TW2559,V_C003_20260409_070500,P20260409_0050_TW2559
TW2559,V_C003_20260409_070500,P20260409_0035_TW2559
TW2559,V_C003_20260409_070500,P20260409_0017_TW2559
TW2559,V_C003_20260409_070500,P20260409_0028_TW2559
TW2559,V_C003_20260409_070500,P20260409_0034_TW2559
TW2559,V_C003_20260409_070500,P20260409_0013_TW2559
TW2559,V_C003_20260409_070500,P20260409_0043_TW2559
TW2559,V_C003_20260409_070500,P20260409_0002_TW2559
TW2559,V_C003_20260409_070500,VH20260409_0004_TW2559
TW2559,V_C003_20260409_070500,VH20260409_0005_TW2559
TW2559,V_C004_20260409_070500,P20260409_0027_TW2559
TW2559,V_C004_20260409_070500,P20260409_0040_TW2559
TW2559,V_C004_20260409_070500,P20260409_0011_TW2559
TW2559,V_C004_20260409_070500,P20260409_0038_TW2559
TW2559,V_C004_20260409_070500,P20260409_0048_TW2559
TW2559,V_C004_20260409_070500,P20260409_0009_TW2559
TW2559,V_C004_20260409_070500,P20260409_0006_TW2559
TW2559,V_C004_20260409_070500,VH20260409_0010_TW2559
TW2559,V_C004_20260409_070500,VH20260409_0008_TW2559
TW2559,V_C007_20260409_070500,VH20260409_0003_TW2559
TW2559,V_C007_20260409_070500,VH20260409_0007_TW2559
TW2559,V_C008_20260409_070500,VH20260409_0002_TW2559
TW2560,V_C001_20260409_070500,P20260409_0031_TW2560
TW2560,V_C001_20260409_070500,P20260409_0047_TW2560
TW2560,V_C001_20260409_070500,P20260409_0022_TW2560
TW2560,V_C001_20260409_070500,P20260409_0014_TW2560
TW2560,V_C001_20260409_070500,P20260409_0049_TW2560
TW2560,V_C001_20260409_070500,P20260409_0017_TW2560
TW2560,V_C001_20260409_070500,P20260409_0001_TW2560
TW2560,V_C001_20260409_070500,P20260409_0048_TW2560
TW2560,V_C001_20260409_070500,P20260409_0023_TW2560
TW2560,V_C001_20260409_070500,P20260409_0011_TW2560
TW2560,V_C001_20260409_070500,P20260409_0030_TW2560
TW2560,V_C001_20260409_070500,P20260409_0009_TW2560
TW2560,V_C001_20260409_070500,P20260409_0016_TW2560
TW2560,V_C001_20260409_070500,P20260409_0002_TW2560
TW2560,V_C001_20260409_070500,P20260409_0033_TW2560
TW2560,V_C001_20260409_070500,T20260409_0003_TW2560
TW2560,V_C001_20260409_070500,T20260409_0019_TW2560
TW2560,V_C001_20260409_070500,T20260409_0017_TW2560
TW2560,V_C001_20260409_070500,T20260409_0007_TW2560
TW2560,V_C001_20260409_070500,T20260409_0009_TW2560
TW2560,V_C001_20260409_070500,T20260409_0001_TW2560
TW2560,V_C001_20260409_070500,T20260409_0012_TW2560
TW2560,V_C001_20260409_070500,T20260409_0002_TW2560
TW2560,V_C001_20260409_070500,VH20260409_0001_TW2560
TW2560,V_C001_20260409_070500,VH20260409_0002_TW2560
TW2560,V_C001_20260409_070500,VH20260409_0010_TW2560
TW2560,V_C001_20260409_070500,VH20260409_0012_TW2560
TW2560,V_C002_20260409_070500,P20260409_0025_TW2560
TW2560,V_C002_20260409_070500,P20260409_0024_TW2560
TW2560,V_C002_20260409_070500,P20260409_0039_TW2560
TW2560,V_C002_20260409_070500,P20260409_0042_TW2560
TW2560,V_C002_20260409_070500,P20260409_0041_TW2560
TW2560,V_C002_20260409_070500,P20260409_0043_TW2560
TW2560,V_C002_20260409_070500,P20260409_0006_TW2560
TW2560,V_C002_20260409_070500,P20260409_0019_TW2560
TW2560,V_C002_20260409_070500,P20260409_0004_TW2560
TW2560,V_C002_20260409_070500,P20260409_0007_TW2560
TW2560,V_C002_20260409_070500,P20260409_0021_TW2560
TW2560,V_C002_20260409_070500,P20260409_0026_TW2560
TW2560,V_C002_20260409_070500,P20260409_0044_TW2560
TW2560,V_C002_20260409_070500,P20260409_0036_TW2560
TW2560,V_C002_20260409_070500,P20260409_0013_TW2560
TW2560,V_C002_20260409_070500,P20260409_0046_TW2560
TW2560,V_C002_20260409_070500,P20260409_0045_TW2560
TW2560,V_C002_20260409_070500,P20260409_0003_TW2560
TW2560,V_C002_20260409_070500,T20260409_0018_TW2560
TW2560,V_C002_20260409_070500,T20260409_0010_TW2560
TW2560,V_C002_20260409_070500,T20260409_0015_TW2560
TW2560,V_C002_20260409_070500,T20260409_0004_TW2560
TW2560,V_C002_20260409_070500,T20260409_0005_TW2560
TW2560,V_C002_20260409_070500,T20260409_0020_TW2560
TW2560,V_C002_20260409_070500,T20260409_0011_TW2560
TW2560,V_C002_20260409_070500,T20260409_0013_TW2560
TW2560,V_C002_20260409_070500,VH20260409_0003_TW2560
TW2560,V_C002_20260409_070500,VH20260409_0004_TW2560
TW2560,V_C002_20260409_070500,VH20260409_0007_TW2560
TW2560,V_C003_20260409_070500,P20260409_0028_TW2560
TW2560,V_C003_20260409_070500,P20260409_0050_TW2560
TW2560,V_C003_20260409_070500,P20260409_0020_TW2560
TW2560,V_C003_20260409_070500,P20260409_0035_TW2560
TW2560,V_C003_20260409_070500,P20260409_0037_TW2560
TW2560,V_C003_20260409_070500,P20260409_0018_TW2560
TW2560,V_C003_20260409_070500,P20260409_0012_TW2560
TW2560,V_C003_20260409_070500,P20260409_0029_TW2560
TW2560,V_C003_20260409_070500,P20260409_0038_TW2560
TW2560,V_C003_20260409_070500,P20260409_0005_TW2560
TW2560,V_C003_20260409_070500,P20260409_0040_TW2560
TW2560,V_C003_20260409_070500,P20260409_0032_TW2560
TW2560,V_C003_20260409_070500,P20260409_0034_TW2560
TW2560,V_C003_20260409_070500,P20260409_0015_TW2560
TW2560,V_C003_20260409_070500,P20260409_0027_TW2560
TW2560,V_C003_20260409_070500,P20260409_0008_TW2560
TW2560,V_C003_20260409_070500,P20260409_0010_TW2560
TW2560,V_C003_20260409_070500,T20260409_0016_TW2560
TW2560,V_C003_20260409_070500,T20260409_0014_TW2560
TW2560,V_C003_20260409_070500,T20260409_0008_TW2560
TW2560,V_C003_20260409_070500,T20260409_0006_TW2560
TW2560,V_C003_20260409_070500,VH20260409_0008_TW2560
TW2560,V_C003_20260409_070500,VH20260409_0006_TW2560
TW2560,V_C003_20260409_070500,VH20260409_0009_TW2560
TW2560,V_C003_20260409_070500,VH20260409_0011_TW2560
TW2560,V_C004_20260409_070500,VH20260409_0005_TW2560
TW2561,V_C001_20260409_070500,P20260409_0014_TW2561
TW2561,V_C001_20260409_070500,P20260409_0022_TW2561
TW2561,V_C001_20260409_070500,P20260409_0049_TW2561
TW2561,V_C001_20260409_070500,P20260409_0033_TW2561
TW2561,V_C001_20260409_070500,P20260409_0004_TW2561
TW2561,V_C001_20260409_070500,P20260409_0044_TW2561
TW2561,V_C001_20260409_070500,P20260409_0010_TW2561
TW2561,V_C001_20260409_070500,P20260409_0036_TW2561
TW2561,V_C001_20260409_070500,P20260409_0007_TW2561
TW2561,V_C001_20260409_070500,P20260409_0023_TW2561
TW2561,V_C001_20260409_070500,P20260409_0005_TW2561
TW2561,V_C001_20260409_070500,P20260409_0002_TW2561
TW2561,V_C001_20260409_070500,P20260409_0040_TW2561
TW2561,V_C001_20260409_070500,P20260409_0009_TW2561
TW2561,V_C001_20260409_070500,P20260409_0030_TW2561
TW2561,V_C001_20260409_070500,P20260409_0043_TW2561
TW2561,V_C001_20260409_070500,P20260409_0015_TW2561
TW2561,V_C001_20260409_070500,P20260409_0047_TW2561
TW2561,V_C001_20260409_070500,P20260409_0034_TW2561
TW2561,V_C001_20260409_070500,T20260409_0006_TW2561
TW2561,V_C001_20260409_070500,T20260409_0012_TW2561
TW2561,V_C001_20260409_070500,T20260409_0002_TW2561
TW2561,V_C001_20260409_070500,T20260409_0019_TW2561
TW2561,V_C001_20260409_070500,T20260409_0010_TW2561
TW2561,V_C001_20260409_070500,T20260409_0009_TW2561
TW2561,V_C001_20260409_070500,T20260409_0013_TW2561
TW2561,V_C001_20260409_070500,T20260409_0003_TW2561
TW2561,V_C001_20260409_070500,T20260409_0015_TW2561
TW2561,V_C001_20260409_070500,T20260409_0014_TW2561
TW2561,V_C001_20260409_070500,T20260409_0007_TW2561
TW2561,V_C001_20260409_070500,T20260409_0016_TW2561
TW2561,V_C001_20260409_070500,VH20260409_0002_TW2561
TW2561,V_C001_20260409_070500,VH20260409_0006_TW2561
TW2561,V_C001_20260409_070500,VH20260409_0004_TW2561
TW2561,V_C001_20260409_070500,VH20260409_0009_TW2561
TW2561,V_C001_20260409_070500,VH20260409_0012_TW2561
TW2561,V_C002_20260409_070500,P20260409_0039_TW2561
TW2561,V_C002_20260409_070500,P20260409_0019_TW2561
TW2561,V_C002_20260409_070500,P20260409_0035_TW2561
TW2561,V_C002_20260409_070500,P20260409_0013_TW2561
TW2561,V_C002_20260409_070500,P20260409_0021_TW2561
TW2561,V_C002_20260409_070500,P20260409_0012_TW2561
TW2561,V_C002_20260409_070500,P20260409_0003_TW2561
TW2561,V_C002_20260409_070500,P20260409_0031_TW2561
TW2561,V_C002_20260409_070500,P20260409_0024_TW2561
TW2561,V_C002_20260409_070500,P20260409_0020_TW2561
TW2561,V_C002_20260409_070500,P20260409_0001_TW2561
TW2561,V_C002_20260409_070500,T20260409_0004_TW2561
TW2561,V_C002_20260409_070500,T20260409_0018_TW2561
TW2561,V_C002_20260409_070500,T20260409_0001_TW2561
TW2561,V_C002_20260409_070500,T20260409_0008_TW2561
TW2561,V_C002_20260409_070500,T20260409_0011_TW2561
TW2561,V_C002_20260409_070500,VH20260409_0007_TW2561
TW2561,V_C002_20260409_070500,VH20260409_0011_TW2561
TW2561,V_C003_20260409_070500,P20260409_0037_TW2561
TW2561,V_C003_20260409_070500,P20260409_0029_TW2561
TW2561,V_C003_20260409_070500,P20260409_0038_TW2561
TW2561,V_C003_20260409_070500,P20260409_0050_TW2561
TW2561,V_C003_20260409_070500,P20260409_0027_TW2561
TW2561,V_C003_20260409_070500,P20260409_0016_TW2561
TW2561,V_C003_20260409_070500,P20260409_0045_TW2561
TW2561,V_C003_20260409_070500,P20260409_0006_TW2561
TW2561,V_C003_20260409_070500,P20260409_0028_TW2561
TW2561,V_C003_20260409_070500,P20260409_0017_TW2561
TW2561,V_C003_20260409_070500,P20260409_0032_TW2561
TW2561,V_C003_20260409_070500,P20260409_0042_TW2561
TW2561,V_C003_20260409_070500,P20260409_0041_TW2561
TW2561,V_C003_20260409_070500,T20260409_0005_TW2561
TW2561,V_C003_20260409_070500,T20260409_0020_TW2561
TW2561,V_C003_20260409_070500,T20260409_0017_TW2561
TW2561,V_C003_20260409_070500,VH20260409_0005_TW2561
TW2561,V_C004_20260409_070500,P20260409_0025_TW2561
TW2561,V_C004_20260409_070500,P20260409_0018_TW2561
TW2561,V_C004_20260409_070500,P20260409_0008_TW2561
TW2561,V_C004_20260409_070500,P20260409_0026_TW2561
TW2561,V_C004_20260409_070500,P20260409_0048_TW2561
TW2561,V_C004_20260409_070500,P20260409_0046_TW2561
TW2561,V_C004_20260409_070500,P20260409_0011_TW2561
TW2561,V_C004_20260409_070500,VH20260409_0001_TW2561
TW2561,V_C007_20260409_070500,VH20260409_0008_TW2561
TW2561,V_C007_20260409_070500,VH20260409_0010_TW2561
TW2561,V_C007_20260409_070500,VH20260409_0003_TW2561
TW2562,V_C001_20260409_070500,P20260409_0033_TW2562
TW2562,V_C001_20260409_070500,P20260409_0002_TW2562
TW2562,V_C001_20260409_070500,P20260409_0040_TW2562
TW2562,V_C001_20260409_070500,P20260409_0044_TW2562
TW2562,V_C001_20260409_070500,P20260409_0047_TW2562
TW2562,V_C001_20260409_070500,P20260409_0021_TW2562
TW2562,V_C001_20260409_070500,P20260409_0045_TW2562
TW2562,V_C001_20260409_070500,P20260409_0009_TW2562
TW2562,V_C001_20260409_070500,P20260409_0029_TW2562
TW2562,V_C001_20260409_070500,P20260409_0050_TW2562
TW2562,V_C001_20260409_070500,P20260409_0007_TW2562
TW2562,V_C001_20260409_070500,P20260409_0020_TW2562
TW2562,V_C001_20260409_070500,P20260409_0048_TW2562
TW2562,V_C001_20260409_070500,P20260409_0038_TW2562
TW2562,V_C001_20260409_070500,T20260409_0016_TW2562
TW2562,V_C001_20260409_070500,T20260409_0012_TW2562
TW2562,V_C001_20260409_070500,T20260409_0018_TW2562
TW2562,V_C001_20260409_070500,T20260409_0004_TW2562
TW2562,V_C001_20260409_070500,T20260409_0008_TW2562
TW2562,V_C001_20260409_070500,T20260409_0002_TW2562
TW2562,V_C001_20260409_070500,T20260409_0013_TW2562
TW2562,V_C001_20260409_070500,VH20260409_0004_TW2562
TW2562,V_C002_20260409_070500,P20260409_0013_TW2562
TW2562,V_C002_20260409_070500,P20260409_0019_TW2562
TW2562,V_C002_20260409_070500,P20260409_0031_TW2562
TW2562,V_C002_20260409_070500,P20260409_0017_TW2562
TW2562,V_C002_20260409_070500,P20260409_0035_TW2562
TW2562,V_C002_20260409_070500,P20260409_0027_TW2562
TW2562,V_C002_20260409_070500,P20260409_0014_TW2562
TW2562,V_C002_20260409_070500,P20260409_0030_TW2562
TW2562,V_C002_20260409_070500,P20260409_0022_TW2562
TW2562,V_C002_20260409_070500,P20260409_0028_TW2562
TW2562,V_C002_20260409_070500,P20260409_0023_TW2562
TW2562,V_C002_20260409_070500,P20260409_0041_TW2562
TW2562,V_C002_20260409_070500,P20260409_0046_TW2562
TW2562,V_C002_20260409_070500,P20260409_0043_TW2562
