entity_tw_id,ts_start,ts_end,video_id,camera_id,location_id
P20260409_0020_TW2737,2026-04-09 07:36:10,2026-04-09 07:36:14,V_C001_20260409_073500,C001,L001
P20260409_0020_TW2738,2026-04-09 07:36:25,2026-04-09 07:36:27,V_C001_20260409_073500,C001,L001
P20260409_0020_TW2739,2026-04-09 07:36:31,2026-04-09 07:36:33,V_C003_20260409_073500,C003,L002
P20260409_0020_TW2740,2026-04-09 07:36:42,2026-04-09 07:36:50,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2741,2026-04-09 07:36:53,2026-04-09 07:36:58,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2742,2026-04-09 07:37:01,2026-04-09 07:37:08,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2743,2026-04-09 07:37:15,2026-04-09 07:37:17,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2744,2026-04-09 07:37:23,2026-04-09 07:37:25,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2745,2026-04-09 07:37:32,2026-04-09 07:37:37,V_C003_20260409_073500,C003,L002
P20260409_0020_TW2746,2026-04-09 07:37:46,2026-04-09 07:37:47,V_C003_20260409_073500,C003,L002
P20260409_0020_TW2747,2026-04-09 07:37:53,2026-04-09 07:37:55,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2748,2026-04-09 07:38:01,2026-04-09 07:38:06,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2749,2026-04-09 07:38:15,2026-04-09 07:38:16,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2750,2026-04-09 07:38:23,2026-04-09 07:38:28,V_C001_20260409_073500,C001,L001
P20260409_0020_TW2751,2026-04-09 07:38:31,2026-04-09 07:38:39,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2752,2026-04-09 07:38:41,2026-04-09 07:38:46,V_C001_20260409_073500,C001,L001
P20260409_0020_TW2753,2026-04-09 07:38:52,2026-04-09 07:38:58,V_C004_20260409_073500,C004,L002
P20260409_0020_TW2754,2026-04-09 07:39:03,2026-04-09 07:39:10,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2755,2026-04-09 07:39:17,2026-04-09 07:39:20,V_C001_20260409_073500,C001,L001
P20260409_0020_TW2756,2026-04-09 07:39:25,2026-04-09 07:39:29,V_C002_20260409_073500,C002,L001
P20260409_0020_TW2757,2026-04-09 07:39:33,2026-04-09 07:39:40,V_C003_20260409_073500,C003,L002
P20260409_0020_TW2758,2026-04-09 07:39:42,2026-04-09 07:39:50,V_C001_20260409_073500,C001,L001
P20260409_0020_TW2759,2026-04-09 07:39:50,2026-04-09 07:39:51,V_C001_20260409_073500,C001,L001
P20260409_0020_TW2760,2026-04-09 07:40:01,2026-04-09 07:40:07,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2761,2026-04-09 07:40:14,2026-04-09 07:40:17,V_C003_20260409_074000,C003,L002
P20260409_0020_TW2762,2026-04-09 07:40:21,2026-04-09 07:40:24,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2763,2026-04-09 07:40:30,2026-04-09 07:40:34,V_C002_20260409_074000,C002,L001
P20260409_0020_TW2764,2026-04-09 07:40:43,2026-04-09 07:40:47,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2765,2026-04-09 07:40:54,2026-04-09 07:40:57,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2766,2026-04-09 07:41:02,2026-04-09 07:41:10,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2767,2026-04-09 07:41:10,2026-04-09 07:41:16,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2768,2026-04-09 07:41:21,2026-04-09 07:41:23,V_C002_20260409_074000,C002,L001
P20260409_0020_TW2769,2026-04-09 07:41:32,2026-04-09 07:41:35,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2770,2026-04-09 07:41:44,2026-04-09 07:41:47,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2771,2026-04-09 07:41:51,2026-04-09 07:41:58,V_C002_20260409_074000,C002,L001
P20260409_0020_TW2772,2026-04-09 07:42:01,2026-04-09 07:42:08,V_C004_20260409_074000,C004,L002
P20260409_0020_TW2773,2026-04-09 07:42:15,2026-04-09 07:42:18,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2774,2026-04-09 07:42:23,2026-04-09 07:42:30,V_C002_20260409_074000,C002,L001
P20260409_0020_TW2775,2026-04-09 07:42:30,2026-04-09 07:42:32,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2776,2026-04-09 07:42:40,2026-04-09 07:42:48,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2777,2026-04-09 07:42:57,2026-04-09 07:43:00,V_C003_20260409_074000,C003,L002
P20260409_0020_TW2778,2026-04-09 07:43:01,2026-04-09 07:43:09,V_C002_20260409_074000,C002,L001
P20260409_0020_TW2779,2026-04-09 07:43:16,2026-04-09 07:43:19,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2780,2026-04-09 07:43:20,2026-04-09 07:43:25,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2781,2026-04-09 07:43:32,2026-04-09 07:43:37,V_C002_20260409_074000,C002,L001
P20260409_0020_TW2782,2026-04-09 07:43:40,2026-04-09 07:43:44,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2783,2026-04-09 07:43:53,2026-04-09 07:43:57,V_C003_20260409_074000,C003,L002
P20260409_0020_TW2784,2026-04-09 07:44:00,2026-04-09 07:44:04,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2785,2026-04-09 07:44:11,2026-04-09 07:44:19,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2786,2026-04-09 07:44:20,2026-04-09 07:44:27,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2787,2026-04-09 07:44:32,2026-04-09 07:44:36,V_C001_20260409_074000,C001,L001
P20260409_0020_TW2788,2026-04-09 07:44:48,2026-04-09 07:44:49,V_C003_20260409_074000,C003,L002
P20260409_0020_TW2789,2026-04-09 07:44:50,2026-04-09 07:44:57,V_C002_20260409_074000,C002,L001
P20260409_0020_TW2790,2026-04-09 07:45:03,2026-04-09 07:45:04,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2791,2026-04-09 07:45:13,2026-04-09 07:45:16,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2792,2026-04-09 07:45:23,2026-04-09 07:45:30,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2793,2026-04-09 07:45:33,2026-04-09 07:45:34,V_C003_20260409_074500,C003,L002
P20260409_0020_TW2794,2026-04-09 07:45:47,2026-04-09 07:45:50,V_C003_20260409_074500,C003,L002
P20260409_0020_TW2795,2026-04-09 07:45:52,2026-04-09 07:46:00,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2796,2026-04-09 07:46:05,2026-04-09 07:46:10,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2797,2026-04-09 07:46:13,2026-04-09 07:46:17,V_C001_20260409_074500,C001,L001
P20260409_0020_TW2798,2026-04-09 07:46:23,2026-04-09 07:46:29,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2799,2026-04-09 07:46:32,2026-04-09 07:46:39,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2800,2026-04-09 07:46:44,2026-04-09 07:46:48,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2801,2026-04-09 07:46:55,2026-04-09 07:47:00,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2802,2026-04-09 07:47:00,2026-04-09 07:47:08,V_C003_20260409_074500,C003,L002
P20260409_0020_TW2803,2026-04-09 07:47:11,2026-04-09 07:47:19,V_C003_20260409_074500,C003,L002
P20260409_0020_TW2804,2026-04-09 07:47:20,2026-04-09 07:47:23,V_C001_20260409_074500,C001,L001
P20260409_0020_TW2805,2026-04-09 07:47:31,2026-04-09 07:47:35,V_C003_20260409_074500,C003,L002
P20260409_0020_TW2806,2026-04-09 07:47:42,2026-04-09 07:47:48,V_C001_20260409_074500,C001,L001
P20260409_0020_TW2807,2026-04-09 07:47:53,2026-04-09 07:48:00,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2808,2026-04-09 07:48:05,2026-04-09 07:48:08,V_C001_20260409_074500,C001,L001
P20260409_0020_TW2809,2026-04-09 07:48:10,2026-04-09 07:48:17,V_C001_20260409_074500,C001,L001
P20260409_0020_TW2810,2026-04-09 07:48:29,2026-04-09 07:48:30,V_C001_20260409_074500,C001,L001
P20260409_0020_TW2811,2026-04-09 07:48:31,2026-04-09 07:48:38,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2812,2026-04-09 07:48:41,2026-04-09 07:48:46,V_C003_20260409_074500,C003,L002
P20260409_0020_TW2813,2026-04-09 07:48:56,2026-04-09 07:49:00,V_C001_20260409_074500,C001,L001
P20260409_0020_TW2814,2026-04-09 07:49:00,2026-04-09 07:49:05,V_C001_20260409_074500,C001,L001
P20260409_0020_TW2815,2026-04-09 07:49:13,2026-04-09 07:49:14,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2816,2026-04-09 07:49:22,2026-04-09 07:49:29,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2817,2026-04-09 07:49:30,2026-04-09 07:49:31,V_C003_20260409_074500,C003,L002
P20260409_0020_TW2818,2026-04-09 07:49:46,2026-04-09 07:49:48,V_C003_20260409_074500,C003,L002
P20260409_0020_TW2819,2026-04-09 07:49:54,2026-04-09 07:49:58,V_C002_20260409_074500,C002,L001
P20260409_0020_TW2820,2026-04-09 07:50:03,2026-04-09 07:50:08,V_C001_20260409_075000,C001,L001
P20260409_0020_TW2821,2026-04-09 07:50:10,2026-04-09 07:50:12,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2822,2026-04-09 07:50:20,2026-04-09 07:50:23,V_C004_20260409_075000,C004,L002
P20260409_0020_TW2823,2026-04-09 07:50:33,2026-04-09 07:50:38,V_C001_20260409_075000,C001,L001
P20260409_0020_TW2824,2026-04-09 07:50:40,2026-04-09 07:50:44,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2825,2026-04-09 07:50:56,2026-04-09 07:50:57,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2826,2026-04-09 07:51:00,2026-04-09 07:51:07,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2827,2026-04-09 07:51:11,2026-04-09 07:51:18,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2828,2026-04-09 07:51:23,2026-04-09 07:51:27,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2829,2026-04-09 07:51:31,2026-04-09 07:51:33,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2830,2026-04-09 07:51:44,2026-04-09 07:51:45,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2831,2026-04-09 07:51:50,2026-04-09 07:51:57,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2832,2026-04-09 07:52:04,2026-04-09 07:52:07,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2833,2026-04-09 07:52:15,2026-04-09 07:52:18,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2834,2026-04-09 07:52:23,2026-04-09 07:52:27,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2835,2026-04-09 07:52:31,2026-04-09 07:52:37,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2836,2026-04-09 07:52:48,2026-04-09 07:52:49,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2837,2026-04-09 07:52:50,2026-04-09 07:52:54,V_C004_20260409_075000,C004,L002
P20260409_0020_TW2838,2026-04-09 07:53:00,2026-04-09 07:53:08,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2839,2026-04-09 07:53:14,2026-04-09 07:53:18,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2840,2026-04-09 07:53:21,2026-04-09 07:53:27,V_C003_20260409_075000,C003,L002
P20260409_0020_TW2841,2026-04-09 07:53:37,2026-04-09 07:53:40,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2842,2026-04-09 07:53:43,2026-04-09 07:53:47,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2843,2026-04-09 07:53:52,2026-04-09 07:53:53,V_C001_20260409_075000,C001,L001
P20260409_0020_TW2844,2026-04-09 07:54:05,2026-04-09 07:54:08,V_C001_20260409_075000,C001,L001
P20260409_0020_TW2845,2026-04-09 07:54:13,2026-04-09 07:54:15,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2846,2026-04-09 07:54:20,2026-04-09 07:54:21,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2847,2026-04-09 07:54:30,2026-04-09 07:54:33,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2848,2026-04-09 07:54:40,2026-04-09 07:54:48,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2849,2026-04-09 07:54:51,2026-04-09 07:54:58,V_C002_20260409_075000,C002,L001
P20260409_0020_TW2850,2026-04-09 07:55:04,2026-04-09 07:55:08,V_C003_20260409_075500,C003,L002
P20260409_0020_TW2851,2026-04-09 07:55:14,2026-04-09 07:55:18,V_C003_20260409_075500,C003,L002
P20260409_0020_TW2852,2026-04-09 07:55:20,2026-04-09 07:55:23,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2853,2026-04-09 07:55:36,2026-04-09 07:55:37,V_C003_20260409_075500,C003,L002
P20260409_0020_TW2854,2026-04-09 07:55:40,2026-04-09 07:55:47,V_C004_20260409_075500,C004,L002
P20260409_0020_TW2855,2026-04-09 07:55:51,2026-04-09 07:55:53,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2856,2026-04-09 07:56:01,2026-04-09 07:56:09,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2857,2026-04-09 07:56:11,2026-04-09 07:56:18,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2858,2026-04-09 07:56:23,2026-04-09 07:56:27,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2859,2026-04-09 07:56:32,2026-04-09 07:56:40,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2860,2026-04-09 07:56:41,2026-04-09 07:56:47,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2861,2026-04-09 07:56:54,2026-04-09 07:56:57,V_C003_20260409_075500,C003,L002
P20260409_0020_TW2862,2026-04-09 07:57:07,2026-04-09 07:57:08,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2863,2026-04-09 07:57:12,2026-04-09 07:57:20,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2864,2026-04-09 07:57:26,2026-04-09 07:57:29,V_C004_20260409_075500,C004,L002
P20260409_0020_TW2865,2026-04-09 07:57:33,2026-04-09 07:57:39,V_C003_20260409_075500,C003,L002
P20260409_0020_TW2866,2026-04-09 07:57:40,2026-04-09 07:57:44,V_C002_20260409_075500,C002,L001
P20260409_0020_TW2867,2026-04-09 07:57:54,2026-04-09 07:57:56,V_C002_20260409_075500,C002,L001
P20260409_0020_TW2868,2026-04-09 07:58:00,2026-04-09 07:58:04,V_C003_20260409_075500,C003,L002
P20260409_0020_TW2869,2026-04-09 07:58:10,2026-04-09 07:58:18,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2870,2026-04-09 07:58:20,2026-04-09 07:58:26,V_C003_20260409_075500,C003,L002
P20260409_0020_TW2871,2026-04-09 07:58:35,2026-04-09 07:58:38,V_C002_20260409_075500,C002,L001
P20260409_0020_TW2872,2026-04-09 07:58:40,2026-04-09 07:58:46,V_C002_20260409_075500,C002,L001
P20260409_0020_TW2873,2026-04-09 07:58:52,2026-04-09 07:59:00,V_C002_20260409_075500,C002,L001
P20260409_0020_TW2874,2026-04-09 07:59:00,2026-04-09 07:59:02,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2875,2026-04-09 07:59:11,2026-04-09 07:59:17,V_C003_20260409_075500,C003,L002
P20260409_0020_TW2876,2026-04-09 07:59:23,2026-04-09 07:59:29,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2877,2026-04-09 07:59:32,2026-04-09 07:59:39,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2878,2026-04-09 07:59:45,2026-04-09 07:59:50,V_C001_20260409_075500,C001,L001
P20260409_0020_TW2879,2026-04-09 07:59:54,2026-04-09 07:59:56,V_C001_20260409_075500,C001,L001
P20260409_0021_TW2520,2026-04-09 07:00:02,2026-04-09 07:00:07,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2521,2026-04-09 07:00:17,2026-04-09 07:00:18,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2522,2026-04-09 07:00:21,2026-04-09 07:00:29,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2523,2026-04-09 07:00:31,2026-04-09 07:00:37,V_C001_20260409_070000,C001,L001
P20260409_0021_TW2524,2026-04-09 07:00:47,2026-04-09 07:00:48,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2525,2026-04-09 07:00:54,2026-04-09 07:00:59,V_C001_20260409_070000,C001,L001
P20260409_0021_TW2526,2026-04-09 07:01:00,2026-04-09 07:01:06,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2527,2026-04-09 07:01:10,2026-04-09 07:01:14,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2528,2026-04-09 07:01:23,2026-04-09 07:01:29,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2529,2026-04-09 07:01:32,2026-04-09 07:01:40,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2530,2026-04-09 07:01:45,2026-04-09 07:01:46,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2531,2026-04-09 07:01:52,2026-04-09 07:01:59,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2532,2026-04-09 07:02:05,2026-04-09 07:02:09,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2533,2026-04-09 07:02:14,2026-04-09 07:02:15,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2534,2026-04-09 07:02:21,2026-04-09 07:02:28,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2535,2026-04-09 07:02:31,2026-04-09 07:02:37,V_C001_20260409_070000,C001,L001
P20260409_0021_TW2536,2026-04-09 07:02:43,2026-04-09 07:02:48,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2537,2026-04-09 07:02:53,2026-04-09 07:02:58,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2538,2026-04-09 07:03:07,2026-04-09 07:03:10,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2539,2026-04-09 07:03:11,2026-04-09 07:03:15,V_C001_20260409_070000,C001,L001
P20260409_0021_TW2540,2026-04-09 07:03:21,2026-04-09 07:03:25,V_C001_20260409_070000,C001,L001
P20260409_0021_TW2541,2026-04-09 07:03:33,2026-04-09 07:03:40,V_C001_20260409_070000,C001,L001
P20260409_0021_TW2542,2026-04-09 07:03:45,2026-04-09 07:03:50,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2543,2026-04-09 07:03:52,2026-04-09 07:04:00,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2544,2026-04-09 07:04:02,2026-04-09 07:04:05,V_C001_20260409_070000,C001,L001
P20260409_0021_TW2545,2026-04-09 07:04:10,2026-04-09 07:04:12,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2546,2026-04-09 07:04:20,2026-04-09 07:04:25,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2547,2026-04-09 07:04:31,2026-04-09 07:04:33,V_C001_20260409_070000,C001,L001
P20260409_0021_TW2548,2026-04-09 07:04:41,2026-04-09 07:04:46,V_C002_20260409_070000,C002,L001
P20260409_0021_TW2549,2026-04-09 07:04:54,2026-04-09 07:04:59,V_C003_20260409_070000,C003,L002
P20260409_0021_TW2550,2026-04-09 07:05:00,2026-04-09 07:05:04,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2551,2026-04-09 07:05:14,2026-04-09 07:05:19,V_C003_20260409_070500,C003,L002
P20260409_0021_TW2552,2026-04-09 07:05:22,2026-04-09 07:05:30,V_C003_20260409_070500,C003,L002
P20260409_0021_TW2553,2026-04-09 07:05:35,2026-04-09 07:05:36,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2554,2026-04-09 07:05:44,2026-04-09 07:05:46,V_C001_20260409_070500,C001,L001
P20260409_0021_TW2555,2026-04-09 07:05:52,2026-04-09 07:06:00,V_C003_20260409_070500,C003,L002
P20260409_0021_TW2556,2026-04-09 07:06:01,2026-04-09 07:06:03,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2557,2026-04-09 07:06:11,2026-04-09 07:06:19,V_C003_20260409_070500,C003,L002
P20260409_0021_TW2558,2026-04-09 07:06:24,2026-04-09 07:06:27,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2559,2026-04-09 07:06:31,2026-04-09 07:06:32,V_C001_20260409_070500,C001,L001
P20260409_0021_TW2560,2026-04-09 07:06:41,2026-04-09 07:06:44,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2561,2026-04-09 07:06:51,2026-04-09 07:06:52,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2562,2026-04-09 07:07:06,2026-04-09 07:07:10,V_C001_20260409_070500,C001,L001
P20260409_0021_TW2563,2026-04-09 07:07:13,2026-04-09 07:07:14,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2564,2026-04-09 07:07:20,2026-04-09 07:07:24,V_C001_20260409_070500,C001,L001
P20260409_0021_TW2565,2026-04-09 07:07:38,2026-04-09 07:07:39,V_C001_20260409_070500,C001,L001
P20260409_0021_TW2566,2026-04-09 07:07:42,2026-04-09 07:07:43,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2567,2026-04-09 07:07:57,2026-04-09 07:07:58,V_C001_20260409_070500,C001,L001
P20260409_0021_TW2568,2026-04-09 07:08:02,2026-04-09 07:08:09,V_C001_20260409_070500,C001,L001
P20260409_0021_TW2569,2026-04-09 07:08:11,2026-04-09 07:08:17,V_C004_20260409_070500,C004,L002
P20260409_0021_TW2570,2026-04-09 07:08:22,2026-04-09 07:08:23,V_C001_20260409_070500,C001,L001
P20260409_0021_TW2571,2026-04-09 07:08:38,2026-04-09 07:08:39,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2572,2026-04-09 07:08:40,2026-04-09 07:08:47,V_C003_20260409_070500,C003,L002
P20260409_0021_TW2573,2026-04-09 07:08:57,2026-04-09 07:09:00,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2574,2026-04-09 07:09:05,2026-04-09 07:09:06,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2575,2026-04-09 07:09:10,2026-04-09 07:09:18,V_C001_20260409_070500,C001,L001
P20260409_0021_TW2576,2026-04-09 07:09:28,2026-04-09 07:09:30,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2577,2026-04-09 07:09:30,2026-04-09 07:09:31,V_C003_20260409_070500,C003,L002
P20260409_0021_TW2578,2026-04-09 07:09:43,2026-04-09 07:09:49,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2579,2026-04-09 07:09:51,2026-04-09 07:09:57,V_C002_20260409_070500,C002,L001
P20260409_0021_TW2580,2026-04-09 07:10:00,2026-04-09 07:10:03,V_C003_20260409_071000,C003,L002
P20260409_0021_TW2581,2026-04-09 07:10:14,2026-04-09 07:10:18,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2582,2026-04-09 07:10:27,2026-04-09 07:10:28,V_C003_20260409_071000,C003,L002
P20260409_0021_TW2583,2026-04-09 07:10:34,2026-04-09 07:10:39,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2584,2026-04-09 07:10:44,2026-04-09 07:10:45,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2585,2026-04-09 07:10:53,2026-04-09 07:10:58,V_C001_20260409_071000,C001,L001
P20260409_0021_TW2586,2026-04-09 07:11:04,2026-04-09 07:11:06,V_C004_20260409_071000,C004,L002
P20260409_0021_TW2587,2026-04-09 07:11:14,2026-04-09 07:11:17,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2588,2026-04-09 07:11:20,2026-04-09 07:11:27,V_C003_20260409_071000,C003,L002
P20260409_0021_TW2589,2026-04-09 07:11:34,2026-04-09 07:11:39,V_C001_20260409_071000,C001,L001
P20260409_0021_TW2590,2026-04-09 07:11:41,2026-04-09 07:11:47,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2591,2026-04-09 07:11:51,2026-04-09 07:11:59,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2592,2026-04-09 07:12:02,2026-04-09 07:12:05,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2593,2026-04-09 07:12:11,2026-04-09 07:12:18,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2594,2026-04-09 07:12:26,2026-04-09 07:12:28,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2595,2026-04-09 07:12:33,2026-04-09 07:12:38,V_C001_20260409_071000,C001,L001
P20260409_0021_TW2596,2026-04-09 07:12:45,2026-04-09 07:12:48,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2597,2026-04-09 07:12:51,2026-04-09 07:12:54,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2598,2026-04-09 07:13:08,2026-04-09 07:13:10,V_C003_20260409_071000,C003,L002
P20260409_0021_TW2599,2026-04-09 07:13:14,2026-04-09 07:13:18,V_C001_20260409_071000,C001,L001
P20260409_0021_TW2600,2026-04-09 07:13:21,2026-04-09 07:13:27,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2601,2026-04-09 07:13:31,2026-04-09 07:13:39,V_C001_20260409_071000,C001,L001
P20260409_0021_TW2602,2026-04-09 07:13:41,2026-04-09 07:13:44,V_C001_20260409_071000,C001,L001
P20260409_0021_TW2603,2026-04-09 07:13:52,2026-04-09 07:13:54,V_C005_20260409_071000,C005,L003
P20260409_0021_TW2604,2026-04-09 07:14:01,2026-04-09 07:14:09,V_C001_20260409_071000,C001,L001
P20260409_0021_TW2605,2026-04-09 07:14:14,2026-04-09 07:14:17,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2606,2026-04-09 07:14:21,2026-04-09 07:14:27,V_C003_20260409_071000,C003,L002
P20260409_0021_TW2607,2026-04-09 07:14:38,2026-04-09 07:14:40,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2608,2026-04-09 07:14:44,2026-04-09 07:14:45,V_C002_20260409_071000,C002,L001
P20260409_0021_TW2609,2026-04-09 07:14:50,2026-04-09 07:14:54,V_C003_20260409_071000,C003,L002
P20260409_0021_TW2610,2026-04-09 07:15:00,2026-04-09 07:15:05,V_C001_20260409_071500,C001,L001
P20260409_0021_TW2611,2026-04-09 07:15:13,2026-04-09 07:15:18,V_C001_20260409_071500,C001,L001
P20260409_0021_TW2612,2026-04-09 07:15:22,2026-04-09 07:15:29,V_C002_20260409_071500,C002,L001
P20260409_0021_TW2613,2026-04-09 07:15:36,2026-04-09 07:15:38,V_C001_20260409_071500,C001,L001
P20260409_0021_TW2614,2026-04-09 07:15:47,2026-04-09 07:15:50,V_C003_20260409_071500,C003,L002
P20260409_0021_TW2615,2026-04-09 07:15:57,2026-04-09 07:16:00,V_C002_20260409_071500,C002,L001
P20260409_0021_TW2616,2026-04-09 07:16:01,2026-04-09 07:16:08,V_C002_20260409_071500,C002,L001
P20260409_0021_TW2617,2026-04-09 07:16:13,2026-04-09 07:16:20,V_C002_20260409_071500,C002,L001
P20260409_0021_TW2618,2026-04-09 07:16:25,2026-04-09 07:16:28,V_C002_20260409_071500,C002,L001
P20260409_0021_TW2619,2026-04-09 07:16:33,2026-04-09 07:16:39,V_C001_20260409_071500,C001,L001
P20260409_0021_TW2620,2026-04-09 07:16:45,2026-04-09 07:16:46,V_C001_20260409_071500,C001,L001
P20260409_0021_TW2621,2026-04-09 07:16:50,2026-04-09 07:16:58,V_C001_20260409_071500,C001,L001
