source_id,destination_id,type,ts_start,ts_end,date,tw_id,partition_id,camera_id,location_id,confidence,bbox,description
P20260409_0023_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:22,2026-04-09 07:23:30,2026-04-09,TW2660,2,C003,L002,0.701,"{""x"": 83, ""y"": 418, ""w"": 100, ""h"": 295}",
P20260409_0036_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:23,2026-04-09 07:23:24,2026-04-09,TW2660,2,C003,L002,0.771,"{""x"": 1241, ""y"": 104, ""w"": 113, ""h"": 183}",
P20260409_0010_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:22,2026-04-09 07:23:25,2026-04-09,TW2660,2,C003,L002,0.821,"{""x"": 875, ""y"": 621, ""w"": 99, ""h"": 169}",
P20260409_0048_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:20,2026-04-09 07:23:28,2026-04-09,TW2660,2,C003,L002,0.89,"{""x"": 337, ""y"": 355, ""w"": 144, ""h"": 378}",
P20260409_0028_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:26,2026-04-09 07:23:29,2026-04-09,TW2660,2,C003,L002,0.735,"{""x"": 1136, ""y"": 29, ""w"": 102, ""h"": 125}",
T20260409_0012_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:25,2026-04-09 07:23:29,2026-04-09,TW2660,2,C003,L002,0.702,"{""x"": 1357, ""y"": 141, ""w"": 233, ""h"": 309}",
T20260409_0020_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:25,2026-04-09 07:23:27,2026-04-09,TW2660,2,C003,L002,0.766,"{""x"": 1198, ""y"": 163, ""w"": 99, ""h"": 179}",
VH20260409_0001_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:20,2026-04-09 07:23:28,2026-04-09,TW2660,2,C003,L002,0.936,"{""x"": 933, ""y"": 241, ""w"": 177, ""h"": 307}",
VH20260409_0002_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:20,2026-04-09 07:23:21,2026-04-09,TW2660,2,C003,L002,0.932,"{""x"": 198, ""y"": 25, ""w"": 66, ""h"": 333}",
VH20260409_0005_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:25,2026-04-09 07:23:30,2026-04-09,TW2660,2,C003,L002,0.725,"{""x"": 1194, ""y"": 422, ""w"": 129, ""h"": 274}",
VH20260409_0008_TW2660,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:21,2026-04-09 07:23:27,2026-04-09,TW2660,2,C003,L002,0.949,"{""x"": 1116, ""y"": 521, ""w"": 79, ""h"": 185}",
VH20260409_0007_TW2660,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:23:21,2026-04-09 07:23:24,2026-04-09,TW2660,2,C004,L002,0.903,"{""x"": 987, ""y"": 604, ""w"": 137, ""h"": 146}",
VH20260409_0009_TW2660,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:23:20,2026-04-09 07:23:25,2026-04-09,TW2660,2,C004,L002,0.825,"{""x"": 616, ""y"": 473, ""w"": 230, ""h"": 383}",
P20260409_0018_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:37,2026-04-09 07:23:40,2026-04-09,TW2661,2,C003,L002,0.863,"{""x"": 773, ""y"": 629, ""w"": 253, ""h"": 338}",
P20260409_0022_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:38,2026-04-09 07:23:40,2026-04-09,TW2661,2,C003,L002,0.861,"{""x"": 1296, ""y"": 552, ""w"": 300, ""h"": 287}",
P20260409_0040_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:31,2026-04-09 07:23:37,2026-04-09,TW2661,2,C003,L002,0.724,"{""x"": 811, ""y"": 653, ""w"": 224, ""h"": 389}",
P20260409_0002_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:33,2026-04-09 07:23:40,2026-04-09,TW2661,2,C003,L002,0.827,"{""x"": 1162, ""y"": 454, ""w"": 165, ""h"": 160}",
P20260409_0034_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:34,2026-04-09 07:23:40,2026-04-09,TW2661,2,C003,L002,0.965,"{""x"": 1053, ""y"": 246, ""w"": 212, ""h"": 108}",
P20260409_0005_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:36,2026-04-09 07:23:39,2026-04-09,TW2661,2,C003,L002,0.72,"{""x"": 152, ""y"": 277, ""w"": 263, ""h"": 288}",
P20260409_0001_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:30,2026-04-09 07:23:37,2026-04-09,TW2661,2,C003,L002,0.854,"{""x"": 732, ""y"": 45, ""w"": 69, ""h"": 198}",
VH20260409_0002_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:30,2026-04-09 07:23:33,2026-04-09,TW2661,2,C003,L002,0.893,"{""x"": 1156, ""y"": 797, ""w"": 248, ""h"": 159}",
VH20260409_0004_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:30,2026-04-09 07:23:32,2026-04-09,TW2661,2,C003,L002,0.765,"{""x"": 398, ""y"": 258, ""w"": 195, ""h"": 229}",
VH20260409_0011_TW2661,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:33,2026-04-09 07:23:38,2026-04-09,TW2661,2,C003,L002,0.951,"{""x"": 481, ""y"": 332, ""w"": 58, ""h"": 278}",
P20260409_0049_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:41,2026-04-09 07:23:47,2026-04-09,TW2662,2,C003,L002,0.843,"{""x"": 969, ""y"": 407, ""w"": 107, ""h"": 342}",
P20260409_0024_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:43,2026-04-09 07:23:46,2026-04-09,TW2662,2,C003,L002,0.894,"{""x"": 593, ""y"": 566, ""w"": 135, ""h"": 170}",
P20260409_0029_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:41,2026-04-09 07:23:44,2026-04-09,TW2662,2,C003,L002,0.863,"{""x"": 224, ""y"": 683, ""w"": 213, ""h"": 187}",
P20260409_0012_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:44,2026-04-09 07:23:49,2026-04-09,TW2662,2,C003,L002,0.766,"{""x"": 922, ""y"": 556, ""w"": 199, ""h"": 98}",
P20260409_0022_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:45,2026-04-09 07:23:46,2026-04-09,TW2662,2,C003,L002,0.802,"{""x"": 1281, ""y"": 434, ""w"": 187, ""h"": 319}",
P20260409_0040_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:41,2026-04-09 07:23:45,2026-04-09,TW2662,2,C003,L002,0.946,"{""x"": 433, ""y"": 768, ""w"": 197, ""h"": 315}",
P20260409_0011_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:41,2026-04-09 07:23:47,2026-04-09,TW2662,2,C003,L002,0.902,"{""x"": 1124, ""y"": 16, ""w"": 111, ""h"": 337}",
P20260409_0005_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:42,2026-04-09 07:23:47,2026-04-09,TW2662,2,C003,L002,0.971,"{""x"": 907, ""y"": 307, ""w"": 224, ""h"": 102}",
P20260409_0019_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:41,2026-04-09 07:23:43,2026-04-09,TW2662,2,C003,L002,0.897,"{""x"": 923, ""y"": 328, ""w"": 211, ""h"": 355}",
P20260409_0008_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:42,2026-04-09 07:23:50,2026-04-09,TW2662,2,C003,L002,0.711,"{""x"": 444, ""y"": 329, ""w"": 284, ""h"": 80}",
P20260409_0042_TW2662,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:42,2026-04-09 07:23:49,2026-04-09,TW2662,2,C003,L002,0.701,"{""x"": 686, ""y"": 640, ""w"": 207, ""h"": 284}",
VH20260409_0010_TW2662,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:23:40,2026-04-09 07:23:48,2026-04-09,TW2662,2,C004,L002,0.746,"{""x"": 363, ""y"": 364, ""w"": 269, ""h"": 342}",
VH20260409_0004_TW2662,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:23:47,2026-04-09 07:23:50,2026-04-09,TW2662,2,C004,L002,0.937,"{""x"": 1042, ""y"": 162, ""w"": 155, ""h"": 220}",
VH20260409_0008_TW2662,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:23:45,2026-04-09 07:23:46,2026-04-09,TW2662,2,C004,L002,0.833,"{""x"": 586, ""y"": 5, ""w"": 292, ""h"": 215}",
VH20260409_0002_TW2662,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:23:45,2026-04-09 07:23:49,2026-04-09,TW2662,2,C004,L002,0.729,"{""x"": 836, ""y"": 646, ""w"": 68, ""h"": 368}",
VH20260409_0006_TW2662,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:23:42,2026-04-09 07:23:50,2026-04-09,TW2662,2,C004,L002,0.977,"{""x"": 374, ""y"": 444, ""w"": 69, ""h"": 82}",
P20260409_0044_TW2663,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:50,2026-04-09 07:23:58,2026-04-09,TW2663,2,C003,L002,0.747,"{""x"": 423, ""y"": 399, ""w"": 223, ""h"": 131}",
P20260409_0048_TW2663,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:53,2026-04-09 07:23:57,2026-04-09,TW2663,2,C003,L002,0.833,"{""x"": 1264, ""y"": 392, ""w"": 133, ""h"": 225}",
P20260409_0042_TW2663,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:53,2026-04-09 07:23:54,2026-04-09,TW2663,2,C003,L002,0.976,"{""x"": 924, ""y"": 351, ""w"": 263, ""h"": 187}",
P20260409_0018_TW2663,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:52,2026-04-09 07:23:57,2026-04-09,TW2663,2,C003,L002,0.748,"{""x"": 534, ""y"": 544, ""w"": 215, ""h"": 121}",
P20260409_0002_TW2663,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:50,2026-04-09 07:23:58,2026-04-09,TW2663,2,C003,L002,0.989,"{""x"": 200, ""y"": 658, ""w"": 146, ""h"": 376}",
P20260409_0003_TW2663,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:57,2026-04-09 07:23:59,2026-04-09,TW2663,2,C003,L002,0.715,"{""x"": 833, ""y"": 73, ""w"": 203, ""h"": 333}",
P20260409_0045_TW2663,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:52,2026-04-09 07:23:55,2026-04-09,TW2663,2,C003,L002,0.939,"{""x"": 514, ""y"": 185, ""w"": 278, ""h"": 93}",
P20260409_0015_TW2663,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:50,2026-04-09 07:23:53,2026-04-09,TW2663,2,C003,L002,0.715,"{""x"": 1087, ""y"": 99, ""w"": 162, ""h"": 326}",
VH20260409_0004_TW2663,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:23:53,2026-04-09 07:23:59,2026-04-09,TW2663,2,C003,L002,0.774,"{""x"": 163, ""y"": 259, ""w"": 184, ""h"": 284}",
VH20260409_0010_TW2663,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:23:53,2026-04-09 07:24:00,2026-04-09,TW2663,2,C004,L002,0.702,"{""x"": 352, ""y"": 779, ""w"": 275, ""h"": 236}",
P20260409_0036_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:03,2026-04-09 07:24:10,2026-04-09,TW2664,2,C003,L002,0.84,"{""x"": 1149, ""y"": 329, ""w"": 180, ""h"": 187}",
P20260409_0023_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:03,2026-04-09 07:24:05,2026-04-09,TW2664,2,C003,L002,0.886,"{""x"": 456, ""y"": 536, ""w"": 149, ""h"": 103}",
P20260409_0002_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:00,2026-04-09 07:24:05,2026-04-09,TW2664,2,C003,L002,0.885,"{""x"": 283, ""y"": 57, ""w"": 274, ""h"": 278}",
P20260409_0021_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:02,2026-04-09 07:24:03,2026-04-09,TW2664,2,C003,L002,0.964,"{""x"": 1187, ""y"": 427, ""w"": 56, ""h"": 193}",
P20260409_0031_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:01,2026-04-09 07:24:09,2026-04-09,TW2664,2,C003,L002,0.777,"{""x"": 886, ""y"": 499, ""w"": 129, ""h"": 87}",
P20260409_0043_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:05,2026-04-09 07:24:08,2026-04-09,TW2664,2,C003,L002,0.77,"{""x"": 253, ""y"": 693, ""w"": 141, ""h"": 346}",
P20260409_0048_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:03,2026-04-09 07:24:10,2026-04-09,TW2664,2,C003,L002,0.902,"{""x"": 657, ""y"": 449, ""w"": 159, ""h"": 165}",
P20260409_0009_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:06,2026-04-09 07:24:09,2026-04-09,TW2664,2,C003,L002,0.841,"{""x"": 717, ""y"": 701, ""w"": 192, ""h"": 88}",
P20260409_0015_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:05,2026-04-09 07:24:08,2026-04-09,TW2664,2,C003,L002,0.958,"{""x"": 584, ""y"": 529, ""w"": 166, ""h"": 345}",
P20260409_0014_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:01,2026-04-09 07:24:06,2026-04-09,TW2664,2,C003,L002,0.761,"{""x"": 550, ""y"": 466, ""w"": 71, ""h"": 162}",
P20260409_0012_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:04,2026-04-09 07:24:10,2026-04-09,TW2664,2,C003,L002,0.859,"{""x"": 1266, ""y"": 340, ""w"": 232, ""h"": 343}",
P20260409_0026_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:02,2026-04-09 07:24:08,2026-04-09,TW2664,2,C003,L002,0.779,"{""x"": 341, ""y"": 257, ""w"": 223, ""h"": 265}",
P20260409_0038_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:04,2026-04-09 07:24:09,2026-04-09,TW2664,2,C003,L002,0.926,"{""x"": 1051, ""y"": 789, ""w"": 190, ""h"": 320}",
VH20260409_0006_TW2664,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:00,2026-04-09 07:24:05,2026-04-09,TW2664,2,C003,L002,0.74,"{""x"": 390, ""y"": 793, ""w"": 152, ""h"": 321}",
VH20260409_0011_TW2664,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:24:01,2026-04-09 07:24:07,2026-04-09,TW2664,2,C004,L002,0.983,"{""x"": 180, ""y"": 276, ""w"": 169, ""h"": 389}",
P20260409_0012_TW2665,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:11,2026-04-09 07:24:19,2026-04-09,TW2665,2,C003,L002,0.719,"{""x"": 1026, ""y"": 125, ""w"": 240, ""h"": 240}",
P20260409_0039_TW2665,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:10,2026-04-09 07:24:17,2026-04-09,TW2665,2,C003,L002,0.747,"{""x"": 1299, ""y"": 574, ""w"": 144, ""h"": 283}",
VH20260409_0008_TW2665,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:13,2026-04-09 07:24:15,2026-04-09,TW2665,2,C003,L002,0.714,"{""x"": 681, ""y"": 478, ""w"": 243, ""h"": 335}",
VH20260409_0009_TW2665,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:15,2026-04-09 07:24:16,2026-04-09,TW2665,2,C003,L002,0.766,"{""x"": 1289, ""y"": 399, ""w"": 57, ""h"": 103}",
VH20260409_0002_TW2665,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:15,2026-04-09 07:24:18,2026-04-09,TW2665,2,C003,L002,0.762,"{""x"": 1155, ""y"": 791, ""w"": 207, ""h"": 202}",
VH20260409_0003_TW2665,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:24:12,2026-04-09 07:24:13,2026-04-09,TW2665,2,C004,L002,0.869,"{""x"": 308, ""y"": 747, ""w"": 257, ""h"": 257}",
VH20260409_0012_TW2665,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:24:12,2026-04-09 07:24:19,2026-04-09,TW2665,2,C004,L002,0.723,"{""x"": 591, ""y"": 230, ""w"": 151, ""h"": 202}",
P20260409_0006_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:24,2026-04-09 07:24:30,2026-04-09,TW2666,2,C003,L002,0.8,"{""x"": 850, ""y"": 685, ""w"": 81, ""h"": 213}",
P20260409_0030_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:23,2026-04-09 07:24:30,2026-04-09,TW2666,2,C003,L002,0.873,"{""x"": 161, ""y"": 103, ""w"": 113, ""h"": 301}",
P20260409_0041_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:22,2026-04-09 07:24:25,2026-04-09,TW2666,2,C003,L002,0.904,"{""x"": 1231, ""y"": 728, ""w"": 265, ""h"": 245}",
P20260409_0026_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:21,2026-04-09 07:24:27,2026-04-09,TW2666,2,C003,L002,0.759,"{""x"": 671, ""y"": 117, ""w"": 247, ""h"": 220}",
P20260409_0023_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:20,2026-04-09 07:24:22,2026-04-09,TW2666,2,C003,L002,0.76,"{""x"": 1024, ""y"": 54, ""w"": 291, ""h"": 370}",
P20260409_0020_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:20,2026-04-09 07:24:23,2026-04-09,TW2666,2,C003,L002,0.794,"{""x"": 273, ""y"": 357, ""w"": 146, ""h"": 357}",
P20260409_0015_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:21,2026-04-09 07:24:26,2026-04-09,TW2666,2,C003,L002,0.896,"{""x"": 1296, ""y"": 234, ""w"": 194, ""h"": 322}",
P20260409_0008_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:23,2026-04-09 07:24:26,2026-04-09,TW2666,2,C003,L002,0.789,"{""x"": 1345, ""y"": 240, ""w"": 145, ""h"": 214}",
P20260409_0035_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:21,2026-04-09 07:24:27,2026-04-09,TW2666,2,C003,L002,0.779,"{""x"": 307, ""y"": 90, ""w"": 66, ""h"": 299}",
P20260409_0032_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:20,2026-04-09 07:24:25,2026-04-09,TW2666,2,C003,L002,0.83,"{""x"": 989, ""y"": 415, ""w"": 190, ""h"": 131}",
P20260409_0029_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:23,2026-04-09 07:24:27,2026-04-09,TW2666,2,C003,L002,0.834,"{""x"": 1194, ""y"": 465, ""w"": 82, ""h"": 128}",
P20260409_0007_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:24,2026-04-09 07:24:30,2026-04-09,TW2666,2,C003,L002,0.768,"{""x"": 1017, ""y"": 24, ""w"": 157, ""h"": 293}",
P20260409_0048_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:22,2026-04-09 07:24:30,2026-04-09,TW2666,2,C003,L002,0.938,"{""x"": 275, ""y"": 495, ""w"": 109, ""h"": 360}",
P20260409_0050_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:25,2026-04-09 07:24:28,2026-04-09,TW2666,2,C003,L002,0.971,"{""x"": 183, ""y"": 672, ""w"": 131, ""h"": 267}",
P20260409_0009_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:21,2026-04-09 07:24:28,2026-04-09,TW2666,2,C003,L002,0.847,"{""x"": 977, ""y"": 26, ""w"": 245, ""h"": 266}",
P20260409_0033_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:20,2026-04-09 07:24:24,2026-04-09,TW2666,2,C003,L002,0.716,"{""x"": 497, ""y"": 728, ""w"": 92, ""h"": 181}",
P20260409_0003_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:22,2026-04-09 07:24:30,2026-04-09,TW2666,2,C003,L002,0.985,"{""x"": 1282, ""y"": 462, ""w"": 299, ""h"": 281}",
P20260409_0038_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:22,2026-04-09 07:24:30,2026-04-09,TW2666,2,C003,L002,0.78,"{""x"": 504, ""y"": 663, ""w"": 206, ""h"": 103}",
P20260409_0036_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:22,2026-04-09 07:24:23,2026-04-09,TW2666,2,C003,L002,0.93,"{""x"": 59, ""y"": 269, ""w"": 128, ""h"": 241}",
P20260409_0045_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:22,2026-04-09 07:24:29,2026-04-09,TW2666,2,C003,L002,0.799,"{""x"": 126, ""y"": 436, ""w"": 91, ""h"": 155}",
T20260409_0013_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:23,2026-04-09 07:24:30,2026-04-09,TW2666,2,C003,L002,0.852,"{""x"": 603, ""y"": 774, ""w"": 84, ""h"": 186}",
T20260409_0019_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:24,2026-04-09 07:24:28,2026-04-09,TW2666,2,C003,L002,0.883,"{""x"": 184, ""y"": 398, ""w"": 236, ""h"": 317}",
T20260409_0008_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:25,2026-04-09 07:24:29,2026-04-09,TW2666,2,C003,L002,0.872,"{""x"": 826, ""y"": 784, ""w"": 157, ""h"": 278}",
T20260409_0009_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:20,2026-04-09 07:24:27,2026-04-09,TW2666,2,C003,L002,0.835,"{""x"": 590, ""y"": 596, ""w"": 81, ""h"": 279}",
T20260409_0005_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:22,2026-04-09 07:24:28,2026-04-09,TW2666,2,C003,L002,0.941,"{""x"": 521, ""y"": 140, ""w"": 185, ""h"": 131}",
T20260409_0010_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:26,2026-04-09 07:24:28,2026-04-09,TW2666,2,C003,L002,0.726,"{""x"": 171, ""y"": 260, ""w"": 184, ""h"": 311}",
VH20260409_0009_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:20,2026-04-09 07:24:27,2026-04-09,TW2666,2,C003,L002,0.893,"{""x"": 207, ""y"": 181, ""w"": 278, ""h"": 80}",
VH20260409_0011_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:27,2026-04-09 07:24:29,2026-04-09,TW2666,2,C003,L002,0.8,"{""x"": 937, ""y"": 298, ""w"": 261, ""h"": 295}",
VH20260409_0001_TW2666,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:25,2026-04-09 07:24:26,2026-04-09,TW2666,2,C003,L002,0.944,"{""x"": 376, ""y"": 83, ""w"": 256, ""h"": 205}",
VH20260409_0010_TW2666,V_C004_20260409_072000,DETECTED_IN,2026-04-09 07:24:26,2026-04-09 07:24:28,2026-04-09,TW2666,2,C004,L002,0.866,"{""x"": 1171, ""y"": 762, ""w"": 297, ""h"": 304}",
P20260409_0015_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:33,2026-04-09 07:24:40,2026-04-09,TW2667,2,C003,L002,0.972,"{""x"": 812, ""y"": 155, ""w"": 169, ""h"": 317}",
P20260409_0029_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:32,2026-04-09 07:24:40,2026-04-09,TW2667,2,C003,L002,0.815,"{""x"": 1278, ""y"": 584, ""w"": 137, ""h"": 226}",
P20260409_0024_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:30,2026-04-09 07:24:37,2026-04-09,TW2667,2,C003,L002,0.729,"{""x"": 1100, ""y"": 628, ""w"": 189, ""h"": 275}",
P20260409_0033_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:32,2026-04-09 07:24:38,2026-04-09,TW2667,2,C003,L002,0.761,"{""x"": 258, ""y"": 647, ""w"": 59, ""h"": 276}",
P20260409_0042_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:31,2026-04-09 07:24:32,2026-04-09,TW2667,2,C003,L002,0.909,"{""x"": 1367, ""y"": 394, ""w"": 280, ""h"": 291}",
P20260409_0036_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:31,2026-04-09 07:24:35,2026-04-09,TW2667,2,C003,L002,0.794,"{""x"": 1028, ""y"": 596, ""w"": 299, ""h"": 278}",
P20260409_0018_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:31,2026-04-09 07:24:37,2026-04-09,TW2667,2,C003,L002,0.778,"{""x"": 12, ""y"": 418, ""w"": 115, ""h"": 219}",
P20260409_0026_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:31,2026-04-09 07:24:38,2026-04-09,TW2667,2,C003,L002,0.731,"{""x"": 98, ""y"": 298, ""w"": 74, ""h"": 132}",
P20260409_0017_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:35,2026-04-09 07:24:38,2026-04-09,TW2667,2,C003,L002,0.786,"{""x"": 1104, ""y"": 737, ""w"": 97, ""h"": 166}",
P20260409_0022_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:31,2026-04-09 07:24:34,2026-04-09,TW2667,2,C003,L002,0.954,"{""x"": 263, ""y"": 465, ""w"": 119, ""h"": 114}",
P20260409_0025_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:31,2026-04-09 07:24:32,2026-04-09,TW2667,2,C003,L002,0.773,"{""x"": 294, ""y"": 80, ""w"": 152, ""h"": 290}",
P20260409_0045_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:35,2026-04-09 07:24:38,2026-04-09,TW2667,2,C003,L002,0.943,"{""x"": 163, ""y"": 92, ""w"": 277, ""h"": 273}",
P20260409_0005_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:31,2026-04-09 07:24:33,2026-04-09,TW2667,2,C003,L002,0.872,"{""x"": 1322, ""y"": 166, ""w"": 229, ""h"": 94}",
P20260409_0014_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:30,2026-04-09 07:24:31,2026-04-09,TW2667,2,C003,L002,0.786,"{""x"": 567, ""y"": 383, ""w"": 50, ""h"": 380}",
P20260409_0010_TW2667,V_C003_20260409_072000,DETECTED_IN,2026-04-09 07:24:31,2026-04-09 07:24:35,2026-04-09,TW2667,2,C003,L002,0.981,"{""x"": 1382, ""y"": 796, ""w"": 117, ""h"": 182}",
